Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
48730,MY new neighbors have people coming in and out at all times of the night,furious,"Customer :That's horrible - can you complain the complex or HOA?   Or figure out a way to cut their power is always an option?
Agent :",I am tomorrow. I have kids. I am too scared of being electricuted to cut power though lol,,
51440,My roommate had sex on my bed. What a jerk!,furious,"Customer :My roommate had sex on my bed. 
Agent :",were you in bed with your roommate ?,,
18283,"Trump behavior make me so angry. Even with the queen of England, I had an unacceptable behavior.",furious,"Customer :His behavior with women is even worst.
Agent :",yea and immigarants,,
62523,This maniac cut me off on my way to the doctor yesterday. I had to swerve around them and I wrecked into the ditch.,furious,"Customer :Im not hurt. I am just so livid over this whole ordeal.
Agent :",That must have been terrifying. I am glad that you are okay.,,
59828,I used to work as a flooring specialist at a major chain home improvement store. It was a good place to work until I got a new supervisor who thought he could disrespect me without consequences.,furious,"Customer :I used to work as a flooring specialist at a major chain home improvement store. It was a good place to work until I got a new supervisor who thought he could disrespect me without consequences.
Agent :",Uh oh.  I'm sorry to hear that.  That is never a good thing to do as a supervisor.,,
3317,MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,furious,"Customer :Oh? What did he or she do? 
Agent :",He is supposed to bring 200 dollars by today and just text me to say he doesn't even have half. He does that all the time.,,
40671,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,furious,"Customer :It wasn't. I think the reason I only got a warning was because of how mad I was.
Agent :",I'm glad you didn't get a ticket.,,
3618,My son always unplugs my phone while Im a sleep and lets the battery die. I am sick of it.,furious,"Customer :So he's the culprit! He better start charging it or else it's revoked !
Agent :",I changed the code but he has learned to use my thumbprint. He,s only three!,
57219,Some cut me off in traffic. They forced me off the road. I'm lucky I'm alive. ,furious,"Customer :They usually use their smartphones while driving, which is very bad for everyobys safety
Agent :",It's not just smart phones. They seem to love riding in blind spots or under taking. Very dangerous things to do. ,,
2483,I am so mad! All my boyfriend does is play video games 24/7.,furious,"Customer :Oh that's too bad! Have you told him how you feel?
Agent :","Yes, but he doesn't care.  He only cares about his game life!",,
36277,My 3 year old got into some oil that I had sitting down on the counter just for one minute.  He dumped it all over the couch and living room floor.  It took everything I had not to explode.,furious,"Customer :My 3 year old got into some oil that I had sitting down on the counter just for one minute. He dumped it all over the couch and living room floor. It took everything I had not to explode.
Agent :",I'm impressed you didn't explode!  My wife would've gone insane.  She hates that kind of stuff.  How long did it take to clean up?,,
33511,MY daughter had become such a crybaby since starting school,furious,"Customer :She just started daycare. I think the kids there whine a lot.
Agent :",Those dastardly kids! I hope she grows out of it eventually.,,
18691,The rain cancelled my plans for today.,furious,"Customer :The rain cancelled my plans for today.
Agent :",I am so sorry.  That has been happening a lot lately on the East Coast.,,
33024,<y son just wasted my margarita all over my couch. I just got it cleanes,furious,"Customer :4. I wasnt made that he wasted it really, I had just gotten it cleaned though.
Agent :",i would have been upset for both reasons. especially after just having it cleaned,,
12315,I was really mad when my friend lost her husband,furious,"Customer :It is. The hospital was negligent. 
Agent :",That's really bad. What is she going to do about it>,,
24269,My neighbor hit my dog backing out of her driveway!,furious,"Customer :My neighbor hit my dog backing out of her driveway because she sped out of it like some speed demon!
Agent :",That is terrible. What did you do?,,
1536,I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there.,furious,"Customer :While I was on maternity leave, I worked from home a little bit.  I don't think my boss liked it very much though.
Agent :","Oh, well that isn't fair of your boss! Most people wouldn't work at all while are maternity leave, he should be grateful!",,
27698,"I thought a free trial date was Aug 10th, not the 8th so I was charged last night! However they don't have a PHONE number and the CS rep was SO nasty and said I couldn't be refunded on a software I am not even USING and I was JUSt charged! I couldn't believe how nasty the rep was! I wanted to smack her!",furious,"Customer :I thought a free trial date was Aug 10th, not the 8th so I was charged last night!
Agent :","Oh, that sucks. It has happened to me before too.",,
35700,I am so angry at myself lately.,furious,"Customer :I was dating this wonderful woman and I ended up cheating on her.
Agent :","That is no good at all, how come you did that?",,
9470,My mailman is the worst. ,furious,"Customer :He doesnt always vlose the mailbox and the mai goes flying
Agent :",Oh no! How does that make you feel?,,
40519,i was mad when i saw my dog had gotten out,furious,"Customer :Was it alright?
Agent :","he is still missing, the gate was left unlocked",,
46897,I spent 5 hours baking a cake yesterday. When I was finished my wife dropped it!,furious,"Customer :I do it just as a hobby, when I finished this one my wife dropped it, I was so mad
Agent :","Oh, I feel terrible for both of you. Your hard work lost, and she probably feels really guilty too, for something that was maybe an accident. I hope you guys were able to talk it out and not get too upset with one another after a while.",,
36619,it really drives me crazy that there are so many people who are so brutal to others,furious,"Customer :Me too, people can be so cruel.
Agent :",its sad the world we live in,,
42186,My son stole some money out of his mom's purse. I was so upset I almost forgot to calm down and explain how wrong that was.,furious,"Customer :I would be upset too. You need to sit down and talk to him about it
Agent :","I agree, that's what I did and I will be monitoring to make sure my words sunk in, or to repeat them.",,
21159,My boss just informed me that I will be getting a bunch of unfinished work from a coworker that was promoted.  I am so mad that I have to do my stuff and someone elses incomplete work!  ,furious,"Customer :I would, but my boss has too much control over how much our bonuses are.  I will just have to scream in a pillow and suck it up.
Agent :",I feel your pain. Life is really unfair sometimes.,,
58981,I caught one of my good friends stealing from my parents house.,furious,"Customer :Oh no! Sounds rough.  What happened?
Agent :",He was trying to steal items from my dads workshop on the property.,,
49029,My dog pooped in my shoe today. I was so mad!,furious,"Customer :My dog pooped in my shoe today. I was so mad!
Agent :",That's awful! Were you able to clean it off?,,
7150,There was someone in the supermarket on SAturday who had their toddler pushing the trolley. It was so busy and they were just geting in the way so I got furious.,furious,"Customer :Hi, I got angry in the supermarket on saturday
Agent :",Why is that?,,
41866,"Some guy cut me off in traffic while I had my daughter in the backseat, then proceeded to get out of his car and curse at me! I've never been so mad!",furious,"Customer :Some guy cut me off in traffic while I had my daughter in the backseat, then proceeded to get out of his car and curse at me!
Agent :",Omg! Did you call the police?,,
58982,I caught one of my good friends stealing from my parents house.,furious,"Customer :Wow!  That surely is frustrating.  Did you confront him?
Agent :","I did, I still hate him for it, and after that night he never showed his face again.",,
50741,My car was parked in a street spot last night and someone hit it.  They didn't leave a note or anything.  Now my insurance company is trying to tell me it's an at fault accident,furious,"Customer :Oh man! That sucks! Did anyone happen to see it?
Agent :",Not that I've spoken to yet.  Now my insurance is trying to claim it as an at fault accident.  I'm so mad!,,
61906,I injured my foot a couple of days ago (muscle strain).  Now my co-worker keeps calling me slow and laughing about it.  When she's not calling me crippled instead. ,furious,"Customer :I'm having such trouble with a co-worker.  She has no manners at all!
Agent :",really? like how? what she do?,,
3873,One time my brother stole my Nintendo 64. I was so mad at him i went into his room and beat him up.,furious,"Customer :Yes I grew up with 4 brothers and they always did it to me ..haha
Agent :",Well once my N64 was missing and you can guess who i got mad at. My little brother didn't ask and i went into him room so mad.,,
15295,"My wife and I had worked all weekend to clean the house. But in 2 hours, our 4 children destroyed all of it! ",furious,"Customer :Argh, I'm so angry about yesterday!
Agent :",Oh that's not good! What happened?,,
49447,I was camping last weekend and there were these giant deer flies that kept biting me. It really hurt a lot and they were fast and hard to swat. ,furious,"Customer :Yeah, they flies are so fast too and incredibly hard to kill. It was very bad.
Agent :",i bet it was,,
35935,My roommate was stealing money from my room.,furious,"Customer :What did you do to him after?
Agent :",I asked him to pay back the money that he stole or I go to the police to show them the video.,,
37812,The girl I was seeing told me that she wasn't ready for a relationship. Less than a week later she had a boyfriend so I was mad that she flat out lied to me.,furious,"Customer :Oh, that's awful to hear, how did yo react?
Agent :",I got pretty mad. She said that she wasn't ready for a relationship and then less than a week later she was in a relationship with another guy.,,
57457,I was covered for the car wreck i had,grateful,"Customer :Sorry to hear you had a wreck but thankful you had insurance
Agent :",Yeah they are going to cover everything ,,
834,My kids are the best. They get excited about everything. I think I had some good ones.,grateful,"Customer :That's hilarious. Maybe II was terrible too then.
Agent :",Good luck!,,
5998,I was thankful when i found my dog!,grateful,"Customer :He dug a hole under the fence and got out
Agent :","Oh, wow! Those dogs are smart! What did you change to make sure it doesn't happen again?",,
24027,I prayed at the table for our food.,grateful,"Customer :Thats okay. Its still good to be grateful sometimes.
Agent :","Yes, count your blessings because there are people who do not have it as good as you",,
14264,Life has been kind to me. I am thankful,grateful,"Customer :I have a good job and a family that loves me
Agent :",Sounds like you are doing great. Those are among the best things in life.,,
43532,when i got an extra bonus from work ,grateful,"Customer :Thanks it really made me feel great. 
Agent :",Hope you'll receive more bonus in upcoming days!!,,
31798,My mom watched my daughter so my husband and I could take a trip. So thankful for that!,grateful,"Customer :I really wanted to take a weekend trip with my husband and my mom offered to watch my daughter. So grateful!
Agent :","Mom of the year award! That's awesome, where are you going?",,
1242,When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.,grateful,"Customer :I know that feeling! What's been getting to you?
Agent :",I fell off the back porch steps and broke my wrist. It required surgery.,,
16560,"I have recently started gardening, but am not very good.  Thankfully, my dad came over and helped me out!  He saved ma a lot of time and effort!",grateful,"Customer :I agree.  I just don't know anything about it!  That's why I was thankful for the help!  I learn what he know!
Agent :",That's fabulous.  Love it when the older generation teaches the younger ones.,,
15946,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,grateful,"Customer :That can be very unhealthy for you but it's so convenient
Agent :",I know. I have been trying new foods though. I am so glad I did too,,
30831,There was a test that I needed to pass in order to graduate college. I was having so much trouble understanding the subject and really didn't feel like I could do it on my own. My sister sat down with me and really went over the whole thing allowing me to finally understand it and get a great grade on the test!,grateful,"Customer :I thought so. I really am so happy with her. Do you think I should do something nice for her in return?
Agent :","Yeah, maybe you should get her a gift of some sort.",,
21568,"I was trying to by a house, but I did not have enough credit history to get approved. My dad offered to cosign for me.",grateful,"Customer :Don't worry. Ask some help from your friends and family.
Agent :","My dad offered to cosign for me, so I was able to get it!",,
23152,My friend got into a really bad car accident. I'm so glad she's ok.,grateful,"Customer :That is scary. I hope she wasn't too shaken up from it.
Agent :","It definitely gave her a scare. Goes to show you could be a very careful driver, but accidents can happen since you're not the only one on the road.",,
32610,"My friend lost her job. But because she doesn't have any debt, she can pretty much work McDonalds and still be okay.",grateful,"Customer :that's great! I mean it's sad that she lost her job but being debt free is awesome
Agent :",Yea. She won't have to worry nor work for a job she doesn't like.,,
37826,"During Aug. 2016 there was a huge flood here in South LA. Even though I got 5 feet in my house, no one was hurt or died. Overall, the number of causlaties was super low",grateful,"Customer :It was, the worst was having to through out pictures, baby blankets, yearbooks...basically everything 
Agent :",Such a shame. ,,
43846,my test being paid for when i couldnt afford it,grateful,"Customer :i did very well i was prepared. i was thinking id have to wait a couple months for the next session. but good thing i was able to get it out of the way
Agent :","Well, I'm real glad for you! You should make your aunt a pie or something sometime.",,
5533,I was very fortunate that I lives so close to my grandparents while they were alive.,grateful,"Customer :Exactly. Having that relationship certainly means a lot
Agent :",It's good that you got to spend as much time as you could. You'll always have those memories.,,
3432,I'm grateful for having such a wonderful son,grateful,"Customer :Yes he is, I am also grateful for having such a wonderful wife that teaches and helps him after school
Agent :","Awww that's nice,  just take care of them ",,
1912,"A while ago, a local restaurant had a sale for a meal. My car was not working so I would not have been able to take advantage of this sale but a friend of mine randomly stopped by my house during the sale window. I asked if he wouldn't mind taking me and he agreed.",grateful,"Customer :That's a good friend. Did you have a good time?
Agent :",Yea it was very enjoyable for me because the place rarely has sales. I was also very thankful to my friend because I didn't expect to go.,,
30070,I am so glad I woke up every day.,grateful,"Customer :I am so glad that I wake up every day!
Agent :","Yes! life is a blessing, and we need to make the most of every day.",,
13885,My grandma went out of her way to print out some old photos to send me.,grateful,"Customer :I am planning on it, but yes she's so kind, I am lucky.
Agent :",That is very kind. I'm honestly doubt that my grandma even knows what a printer is.,,
42332,"My husband ended up with meningitis a few years back.  Our church really rallyed around us, brought food, and helped out with the kids - I'm so glad we have a church that is a family.",grateful,"Customer :He is fine now, but it was a tough few weeks.  Our church really rallyed around us, helping out with food and the kids, etc..
Agent :",That's awesome that you had such a great support network to help you. ,,
36701,my dad bought me tickets to a concert on sunday. i am so thankful,grateful,"Customer :he is the best for real
Agent :",Does he know that?,,
18968,Once a QT employee put 5 dollars in my gas tank for me when I was broke,grateful,"Customer :Once my card got declined and the employee put 5 dollars on my gas pump anyway
Agent :",That was nice of him..  Did you pay him back ever,,
25152,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,grateful,"Customer :She is the best. I did feel better after that.
Agent :",That is very good and I am glad!,,
6082,Once i was doing bad in a class then the professor gave me extra credit. He ended up giving me enough to pass the class.,grateful,"Customer :We've all been there. How did you do?
Agent :",I was given some extra credit work by the professor. He ended up giving me enough to pass.,,
7800,"Yesterday, I lost my favorite pair of underpants. I was quite grateful when my favorite bartender returned them.",grateful,"Customer :So, went to the bar last night and woke up missing my underpants. I had no idea what happened to them,
Agent :","Oh no, are you okay",,
15382,My neighbor returned my longsword last night. I was so thankful for his kind gesture.,grateful,"Customer :Did he do any damage?
Agent :",He did! He cut those ingrates down like they were wheat! I was quite thankful.,,
57443,My mom was able to help my with school cost,grateful,"Customer :Yeah I know i kept thinking her over and over again
Agent :",Do you live with your mom still?,,
15360,My neighbor returned my owl that ran away. I was so grateful.,grateful,"Customer :Yes! I have had that owl for 25 years. Would've been a tragedy if I didn't get her back.
Agent :",Thank God ... that's good,,
14433,I was have dinner and realized how privileged I am.,grateful,"Customer :I was having dinner yesterday and just stopped for a moment to thank the Lord.
Agent :",Well that sounds like a good thing to do.,,
24992,I have always been appreciative of my parents for paying for my colleger,grateful,"Customer :consider yourself lucky
Agent :","I do everyday, I know it was truly a blessing",,
12607,I got 3 quarter pounders and 3 big macs. This is gonna be good.,grateful,"Customer :Oh yea, I will! Haven't ate all day.
Agent :","That makes sense, hope you enjoy it!",,
15396,I'm so glad we have cell phones now as my friend accidentally left my apartment with an important document. I had to call him and set up a meeting to get it back in time for my presentation!,grateful,"Customer :It was an important blueprint for software I am designing for a client. My boss would not have been happy if I left it
Agent :",I would imagine he'd be pretty upset,,
63576,I have a great life. My wife and son are so amazing!,grateful,"Customer :My life is great!
Agent :",I'm glad. You seem very happy,,
48269,I'm thankful for the way my parents raised me.,grateful,"Customer :I sure didn't do it on my own...well I did but if I was raised horribly I know I wouldn't be the man I am today.
Agent :",I hope my kids say the same thing about me helping them that much when they grow up.,,
37828,"During Aug. 2016 there was a huge flood here in South LA. Even though I got 5 feet in my house, no one was hurt or died. Overall, the number of causlaties was super low",grateful,"Customer :That's terrible - recently?
Agent :","Aug 2016, we just got back into our house",,
29559,So many people were rushing shopping for school supplies. I am glad I did that weeks ago.,grateful,"Customer :I was stunned by the amount of people getting last minte school supplies.
Agent :",was it tax free weekend?,,
36549,my wife is the best! im so lucky tohave her!,grateful,"Customer :She sounds wonderful. How long have you two been together?
Agent :",9 years! and hopefully many more,,
42721,My friend helped me move last summer,grateful,"Customer :That is a very nice friend. Moving is hard work.
Agent :",yea i was very happy he helped me,,
8217,"I got a $1,000 scholarship for tuition. Doesn't cover everything, but it's something.",grateful,"Customer :I got a $1,000 scholarship for tuition. Doesn't cover everything, but it's something.
Agent :",Wow! Thats amazing. What are you going to school for?,,
10397,I felt really bad after I got my girlfriend sick.,guilty,"Customer :Why did she get sick? What was wrong?
Agent :",I didn't tell her I was feeling sick and I think she caught it from me.,,
26015,I felt guilty the other day for forgetting a close friend's birthday.  We've known eachother for 15 years.,guilty,"Customer :He texted me acting upset, but I think he was joking.
Agent :","Probably, you just have to remember next year! ",,
37238,Forgot to tip my waitress the other night,guilty,"Customer :It's funny! 
Agent :","I totally forgot and I feel bad for her.  Maybe next time I go, I'll float her some extra green!",,
14471,I was supposed to bring my wife flowers for her birthday but I forgot to do that. I feel really terrible for this.,guilty,"Customer :I had planned to get my wife flowers for her birthday but I completly forgot. I feel very upset about having forgotten and think she'll hate me.
Agent :",Is there still time to get one? You can if you hurry!,,
11890,I lied to my mother so I didn't have to take her to the doctor's.,guilty,"Customer :Nothing, I didn't feel like going.
Agent :",that's really crappy.    You're racking up the bad karma.,,
13118,"I snapped and lost my temper at my husband, and I felt really bad about it.",guilty,"Customer :I had an argument and lost my temper.
Agent :","I'm sorry to hear that. We're all human, and that does happen sometimes. I guess all you can do is do your best to not say or do anything you can't take back. Is everything resolved now?",,
9757,I felt bad when I lied to my dad about missing a lunch meeting. I was hungover but told him I was sick,guilty,"Customer :I felt bad when I lied to my dad about missing a lunch meeting. I said I was sick and I was not
Agent :",What did you do instead? ,,
38054,"This is a heavy one, I left my husband for a woman. I have always loved her and finally went with my heart. i know it broke his heart and still does. ",guilty,"Customer :I think I have, it made me feel bad. have you?
Agent :","Yes, my husbands. I knew what I had to tell him would break his heart and its the hardest thing I've ever done",,
48218,"I am drug addict. Once I robbed my parents because of my addiction. When I think about it, I feel terrible bad.",guilty,"Customer :That is a terrible thing but your situation has an toll on you have you considered getting help?
Agent :",I considered getting help but I always get back to my drug addiction.,,
26098,Once I borrowed some money from my brother's wallet. I meant to pay it back but kept forgetting. Now it is really eating me up.,guilty,"Customer :A while ago I borrowed some money from my brother's wallet. I have been meaning to pay it back but keep forgetting.
Agent :",It is really eating me up inside. I will make sure to pay it back with my next paycheck.,,
12411,I think I threw away the safety deposit key. it's worth $500 to replace it.,guilty,"Customer :I think I threw away the safety deposit key. it's worth $500 to replace it.
Agent :",Oh no! Is what you have in there worth more than 500?,,
61692,I didn't tip my waitress the othe rnight,guilty,"Customer :oh that's nothing! i thought it was something serious 
Agent :",Yeah I still feel bad though.  she did a good job and I did spend a lot of money.,,
55697,I accidentally stepped on someone's toe at the grocery store and they really looked in pain,guilty,"Customer :Of course! I probably apologized 20 times. I felt so guilty.
Agent :","Oh no, how did he take it? ",,
48435,I took credit for an idea I didn't have. I feel a little bad about that.,guilty,"Customer :I took credit for an idea that wasn't mine at work.
Agent :",Why did you do that,,
4627,"I'm sitting my friend's house while she's on vacation. While mowing her lawn, a rock hit her window. I feel so bad.",guilty,"Customer :Oh no what kind of damage was done?
Agent :",The crack is pretty significant. Air gets in the house. Possibly rain.,,
47633,"I was doing this chat room thing, and I walked away for a minute.  One minute turned to ten, and the next thing I knew, the chatroom had expired, stranding the person waiting on me.",guilty,"Customer :Oh yeah?  How did that go? 
Agent :","Well one minutes turned to ten, and the next thing I knew, the chatroom had expired, and I had stranded the person waiting on me.",,
39976,I broke my wife's phone. I blamed it on my dog!!,guilty,"Customer :yeah but i do feel guilty about it
Agent :","Thats very true, I dont know how I would feel.",,
37338,I ate the last piece of cake. It was for my sister's birthday she didn't even get a piece.,guilty,"Customer :How did that make you feel?
Agent :",I honestly felt very bad deep down inside.,,
11634," I am excited about losing weight. I can feel new areas that are thinner, which excites me",guilty,"Customer : (Sorry yes daycares do have a way to log in- ask them so you can ensure she is safe) I am losing weight again and it's been hard with my stress, age and after surgery. I love feeling the new areas I am thin!
Agent :",I will look into that thank you so much thats kind of you! Any special diet or fitness online you are following? I know you can do this. ,,
34795,I did not do an important report for work. I blamed it on my coworker even though it was my fault,guilty,"Customer :Did you get into any trouble over it?
Agent :",I blamed it on my coworker even though it was my fault,,
55731,A school friend of mine got detention for a week after he was caught with a note that had some swear words in it. I was the one that passed it to him.. ,guilty,"Customer :Oh no, did he place the blame on you, or did he just accept it and take the blame for you? 
Agent :","He was a courageous one, and took the fall himself. Which actually made me feel even worse, but it taught me a lesson about integrity and honor.  ",,
24091,Sometimes I feel bad for other students as they cannot afford college while my parents are paying my tuition in full.,guilty,"Customer :My parents were able to pay for me to attend college, however I feel bad for those who were not lucky enough to be born into those circumstances
Agent :",Don't feel bad for the opportunity that you have. Life is not set out on an even keel so we all must make the best of our lot.,,
12631,I lost the shoes my friend bought me.,guilty,"Customer :Yea, they were. He worked a lot to get them for me.
Agent :",What shoes were they?,,
5128,"Sometimes even though I have a girlfriend, I wonder what it'd be like to be with someone else.",guilty,"Customer :I don't think I'd be willing to leave her. She's great. But sometimes you get that ""grass is greener"" feeling
Agent :","yea, everyone probably does at one point or another.",,
3078,I cheated on my girlfriend once.,guilty,"Customer :I feel guilty but I know I will lose her if I tell her.
Agent :","I understand your fear, but it will be worse of you keep that big of a secret from her, especially if she finds out some other way.",,
13519,I cheated on a test in school. I was never caught,guilty,"Customer :When I was in school I cheated on a test.
Agent :","Who hasn't cheated on a test at school? You'll be fine, don't feel so guilty.",,
45706,"I told my friend that a guy didn't like her.  I like him so I didn't want her to go after him.  I feed bad though because he might have a thing for her,",guilty,"Customer :I guess to make things right, I'll find out and if he says he does like her, I'll just do what's right and try to get them together.  If we're not meant to be then we're not meant to be.
Agent :",Or you could find out he has a thing for you!  I hope either way that it works out for all of you.,,
27462,"I was too tired to mow the lawn and do garden work which me and my brother usually do together. As a result, he had to do it alone.",guilty,"Customer :I feel that way every day almost, Did you ever end up doing it?
Agent :","No, my brother had to do it another even though we usually do it together.",,
15101,I felt bad when I missed my friends wedding. I just didnt have time to make it,guilty,"Customer :Although you felt bad, I am sure your friend would understand. 
Agent :",He did eventually thankfully,,
11889,I lied to my mother so I didn't have to take her to the doctor's.,guilty,"Customer :I lied to my mother so I didn't have to take her to the doctor's by saying I had an appointment of my own. I think that was pretty crappy of me.
Agent :",That was pretty crappy. What did you do instead.,,
17688,I am feeling disappointed with myself.,guilty,"Customer :I lied to my boss and a co-worker got blamed for my mistake.
Agent :","Oh that's so bad. But, at least you realized your mistake. You are a good person.",,
37337,I ate the last piece of cake. It was for my sister's birthday she didn't even get a piece.,guilty,"Customer :How did your sister react?
Agent :",She wasn't to happy with me very upset unforuntately.,,
1593,I wish I never lied to my dad.,guilty,"Customer :About my test score at school.
Agent :",Why would you lie about that? It couldn't have been that bad? ,,
52450,"I lost my dog, I feel so bad.",guilty,"Customer :I lost my dog, I feel so bad.
Agent :","Oh no, I hope you find him.",,
2532,I wish I hadn't eaten all my kids' Halloween candy. They were wondering why their stash kept getting smaller and smaller. I am so hooked to sugar!,guilty,"Customer :Well they were upset but I let them pick some more candies out at the store. It was wrong of me to eat their candies.
Agent :",It was wrong of course. I hope you kids would never find out that it was their parent who ate all of their candies,,
59050,I snuck out of bed one night and ate someones food. It caused a fight in the house.,guilty,"Customer :No just some of what I thought was leftovers. Turns out, it was a lunch.
Agent :","Uh, oh, I think you might have been in trouble the next day.",,
19560,I was given something for free that I didn't pay for,guilty,"Customer :I went to the store the other day and when they were ringing me up, some of my stuff didn’t scan, so I got $20 worth for free.
Agent :","Hm.. yeah that is a dilemma. I mean if you can afford it, the honest thing would be to go and offer the manager to pay it back.",,
47740,i'm very worried about coming off too bossy in front of my boss and director.,guilty,"Customer :Why is that?
Agent :",i am just not cool with lazy people and slackers. i am just a doer,,
59449,i just drink the last can of soda i didnt know,guilty,"Customer :Can you go to the store and get some more before she notices? 
Agent :",naw fam,,
57725,I feel guilt because I left my friend behind at work thinking she had a way to get home,guilty,"Customer :I have been feeling a little guilty lately... :(
Agent :",Why is that? I Too have had some not so good feelings lately ,(,
40438,I secretly ate the rest of my roommate's chips and feel a bit bad about it.,guilty,"Customer :Not yet, but I think that would be the best plan. Especially before they realize they're gone...
Agent :",yea thats probably true,,
49196,maybe if I believe hard enough i can get this job,hopeful,"Customer :If I ust believe it hard enough in my heart then its mine!
Agent :",That is a good way to think.,,
16246,I wish there will be more opportunities at work to make more mony,hopeful,"Customer :Definitely working on that.  Good idea!
Agent :",great! there are SO many opportunities out there with the internet,,
12073,I hope I will be able to afford a vacation during Christmas break for my kids,hopeful,"Customer :I was just going to look up what deals they had going on closer to that time and depending on how much money I save
Agent :",I was thinking a cruise sounds perfect for you and your kids!,,
56223,my doctor is going to tell me the results today and I think they'll be good,hopeful,"Customer :well, I have faith that everything will turn out okay today. it's a big day
Agent :",Why? What's happening today? ,,
13446,I pray that the sun rises for another day for me.,hopeful,"Customer :I pray that the sun rises for another day for me.
Agent :",Stay positive and hopeful! What's wrong ?,,
36175,"I just broke my finger, and I have a golf tournament coming up.",hopeful,"Customer :Oh wow, are you okay?!
Agent :","I think it will be fine.  This is a big tournament for me, so I am keeping my fingers crossed (as much as possible) that it will heal in time for me to play.",,
34116,I am trying to find a new job this week,hopeful,"Customer :Good, I hope you land one soon!
Agent :",Me too,,
13093,I was planning on giving birth without any pain medication. I wasn't sure if I'd be able to do it but I was optimistic.,hopeful,"Customer :I bet you did great!
Agent :",I didn't end up making it haha but I went further then I had in any of my previous pregnancies at least. ,,
56687,"i just recently registered for a flag football team, i just hope I am good and don't embarass myself",hopeful,"Customer :I would like to be a wide reciever or a corner, I am very tall and feel like I can hold my own. Hopefully.
Agent :",You could certainly bring some physicality to the position with your height. I say go for it!,,
16303,I am hopeful that good things come to those who wait. I have messed up a lot with relationships in my life..picking the wrong people so I am happier to wait until it is right and I can trust someone.,hopeful,"Customer :What good thing are you waiting for, exactly?
Agent :", I have messed up a lot with relationships in my life..picking the wrong people so I am happier to wait until it is right and I can trust someone.,,
38036,hope i got that job last week that i applied for,hopeful,"Customer :Nice, have you heard back yet?
Agent :",no but i hope to,,
46558,Feeling positive about this week. Hoping my partner grows by leaps and bounds after a month in therapy.,hopeful,"Customer :Feeling positive about this week. 
Agent :",I'm glad!  Anything good happening?,,
61210,"I'm in high spirits with my new job, I have a feeling I'm going to love working there.  Tomorrow is my 2nd day.",hopeful,"Customer :I'm in high spirits with my new job, I have a feeling I'm going to love working there. 
Agent :",What new job did you get?,,
51329,i am really excited about trying to have a baby with my husband.,hopeful,"Customer :i am really excited about trying to have a baby with my husband
Agent :",Oh that's awesome. Finally ready for the baby? ,,
31546,My husband has been travelling for work for years now and we just found out that he might be able to work from home anywhere in the world.  I really want it to work out!,hopeful,"Customer :I guess we'll have to get used to each other all over again and then start some hobbies together.  We used to workout, hike, play tennis, and lots of other things so if he's able to actually do this; I'll have to start brushing up on things again!
Agent :",sounds like fun to me! enjoy the time.,,
19904,I have an important job interview coming up this week. I'm rooting for myself to do well and beat out the competition!,hopeful,"Customer :I have an important job interview coming up this week
Agent :",That's so exciting! Are you feeling nervous?,,
61954,My daughter started high school this week.  I hope she finishes the year on the honor roll.,hopeful,"Customer :Thanks.  My only hope is that she can stay on the honor roll like she has for the past three years.
Agent :",thats impressive good luck to her,,
4210,I'm single and 34 and it still think I will meet someone and get married someday,hopeful,"Customer :Wow.  That must be a lot of work.
Agent :","Plus I work and am in college, so I guess I just haven't had time",,
55666,I am hopeful about the future. I wish to become a world class doctor who helps those in second world countries,hopeful,"Customer :I have been really hopeful about the future lately! :) 
Agent :",Nice! Have you been getting lucky recently?,,
14217,Weekend coming up,hopeful,"Customer :Are you high young man? It's just wednesday..hahaha
Agent :",It is not hump day!  I was just going to tell you I hope you have a great weeked :)  You got any big plans?,,
58786,"I am looking forward to Christmas, I would like to get lots of presents.",hopeful,"Customer :Oh wow! That's a big gift! I hope you receive it
Agent :",I would be so happy.,,
63052,I just put in a bid for a house that I really want!  I am praying I get it!,hopeful,"Customer :Yes, and I want this one a lot!
Agent :","I hope you do, too. I will definitely throw in a prayer or two that you do!",,
30974,"I had some tests done at the doctors yesterday, hopefully i hear good news",hopeful,"Customer :just feeling exhausted at all times
Agent :",always good to check if in doubt,,
54068,"I'm hopeful about more finances coming in, I'm starting a new business.",hopeful,"Customer :I hope that business goes well!
Agent :",Yeah me too! I'm feeling prepared so we'll see.,,
52877,I really wish I get into law school.,hopeful,"Customer :It takes a lot of discipline to get prepared for the LSAT exam and apply to schools.
Agent :",Yes but I know I can do it.,,
41205,I am submitting a manuscript to an editor. I am hoping she will publish it!,hopeful,"Customer :Yes it is! A light romance about a horse rescue. 
Agent :",How long did it take to write? I always admire the stamina of people who can write a book. ,,
