doc_id,prompt,response,emotion_raw,emotion_label
590,"When at a party, a girl tried to kiss me but I was in a relationship already.",i had to fend off this girl at a party.,faithful,calm
591,My friends invited me to a party that involved alcohol and drugs. I decided to not drink or anything because I am a Christian.,could be worse than aliens someone could hurt you. you know ?,faithful,calm
592,I would never cheat on a partner. It goes against everything I believe in.,that is a long time. why not get married?,faithful,calm
593,people keep stealing my parksing space in my neighborhood,that is not nice of them. is that parking lot assigned to you?,furious,anger
594,A boy started being rude to my son in the bounce house. His parent wasn't watching at all!,"i found someone to tell. apparently the kids has issues, but he should have been watched then!",furious,anger
595,I am so mad at my cable company!  My internet and TV keeps going out and their technicians are incompetant!  ,"yeah, but they never credit me anything for the lost service time! it makes me see red!",furious,anger
596,My ex was supposed to get our son today so I could take my daughter school shopping. He flaked.,that sucks. why did he she do that?,furious,anger
597,MY new neighbors have people coming in and out at all times of the night,that is horrible - can you complain the complex or hoa? or figure out a way to cut their power is always an option?,furious,anger
598,My roommate had sex on my bed. What a jerk!,my roommate had sex on my bed.,furious,anger
599,"Trump behavior make me so angry. Even with the queen of England, I had an unacceptable behavior.",his behavior with women is even worst.,furious,anger
600,This maniac cut me off on my way to the doctor yesterday. I had to swerve around them and I wrecked into the ditch.,im not hurt. i am just so livid over this whole ordeal.,furious,anger
601,I used to work as a flooring specialist at a major chain home improvement store. It was a good place to work until I got a new supervisor who thought he could disrespect me without consequences.,i used to work as a flooring specialist at a major chain home improvement store. it was a good place to work until i got a new supervisor who thought he could disrespect me without consequences.,furious,anger
602,MY ex was supposed to bring by $200 today and he doesn't have even half of that. I'm so mad.,oh? what did he or she do?,furious,anger
603,I got pulled over for speeding but there were cars passing me that didn't get stopped. I was fit to be tied.,it was not. i think the reason i only got a warning was because of how mad i was.,furious,anger
604,My son always unplugs my phone while Im a sleep and lets the battery die. I am sick of it.,so he is the culprit! he better start charging it or else it is revoked !,furious,anger
605,Some cut me off in traffic. They forced me off the road. I'm lucky I'm alive. ,"they usually use their smartphones while driving, which is very bad for everyobys safety",furious,anger
606,I am so mad! All my boyfriend does is play video games 24/7.,oh that is too bad! have you told him how you feel?,furious,anger
607,My 3 year old got into some oil that I had sitting down on the counter just for one minute.  He dumped it all over the couch and living room floor.  It took everything I had not to explode.,my year old got into some oil that i had sitting down on the counter just for one minute. he dumped it all over the couch and living room floor. it took everything i had not to explode.,furious,anger
608,MY daughter had become such a crybaby since starting school,she just started daycare. i think the kids there whine a lot.,furious,anger
609,The rain cancelled my plans for today.,the rain cancelled my plans for today.,furious,anger
610,<y son just wasted my margarita all over my couch. I just got it cleanes,". i wasnt made that he wasted it really, i had just gotten it cleaned though.",furious,anger
611,I was really mad when my friend lost her husband,it is. the hospital was negligent.,furious,anger
612,My neighbor hit my dog backing out of her driveway!,my neighbor hit my dog backing out of her driveway because she sped out of it like some speed demon!,furious,anger
613,I was on maternity leave but still working from home some.  My boss would call and scream at me about things that happened while I wasn't even there.,"while i was on maternity leave, i worked from home a little bit. i do not think my boss liked it very much though.",furious,anger
614,"I thought a free trial date was Aug 10th, not the 8th so I was charged last night! However they don't have a PHONE number and the CS rep was SO nasty and said I couldn't be refunded on a software I am not even USING and I was JUSt charged! I couldn't believe how nasty the rep was! I wanted to smack her!","i thought a free trial date was aug th, not the th so i was charged last night!",furious,anger
615,I am so angry at myself lately.,i was dating this wonderful woman and i ended up cheating on her.,furious,anger
616,My mailman is the worst. ,he doesnt always vlose the mailbox and the mai goes flying,furious,anger
617,I spent 5 hours baking a cake yesterday. When I was finished my wife dropped it!,"i do it just as a hobby, when i finished this one my wife dropped it, i was so mad",furious,anger
618,it really drives me crazy that there are so many people who are so brutal to others,"me too, people can be so cruel.",furious,anger
619,My son stole some money out of his mom's purse. I was so upset I almost forgot to calm down and explain how wrong that was.,i would be upset too. you need to sit down and talk to him about it,furious,anger
620,My boss just informed me that I will be getting a bunch of unfinished work from a coworker that was promoted.  I am so mad that I have to do my stuff and someone elses incomplete work!  ,"i would, but my boss has too much control over how much our bonuses are. i will just have to scream in a pillow and suck it up.",furious,anger
621,I caught one of my good friends stealing from my parents house.,oh no! sounds rough. what happened?,furious,anger
622,My dog pooped in my shoe today. I was so mad!,my dog pooped in my shoe today. i was so mad!,furious,anger
623,There was someone in the supermarket on SAturday who had their toddler pushing the trolley. It was so busy and they were just geting in the way so I got furious.,"hi, i got angry in the supermarket on saturday",furious,anger
624,"Some guy cut me off in traffic while I had my daughter in the backseat, then proceeded to get out of his car and curse at me! I've never been so mad!","some guy cut me off in traffic while i had my daughter in the backseat, then proceeded to get out of his car and curse at me!",furious,anger
625,My car was parked in a street spot last night and someone hit it.  They didn't leave a note or anything.  Now my insurance company is trying to tell me it's an at fault accident,oh man! that sucks! did anyone happen to see it?,furious,anger
626,I injured my foot a couple of days ago (muscle strain).  Now my co-worker keeps calling me slow and laughing about it.  When she's not calling me crippled instead. ,i am having such trouble with a co-worker. she has no manners at all!,furious,anger
627,One time my brother stole my Nintendo 64. I was so mad at him i went into his room and beat him up.,yes i grew up with brothers and they always did it to me ..haha,furious,anger
628,"My wife and I had worked all weekend to clean the house. But in 2 hours, our 4 children destroyed all of it! ","argh, i am so angry about yesterday!",furious,anger
629,I was camping last weekend and there were these giant deer flies that kept biting me. It really hurt a lot and they were fast and hard to swat. ,"yeah, they flies are so fast too and incredibly hard to kill. it was very bad.",furious,anger
630,My roommate was stealing money from my room.,what did you do to him after?,furious,anger
631,The girl I was seeing told me that she wasn't ready for a relationship. Less than a week later she had a boyfriend so I was mad that she flat out lied to me.,"oh, that is awful to hear, how did yo react?",furious,anger
632,I was covered for the car wreck i had,sorry to hear you had a wreck but thankful you had insurance,grateful,joy
633,My kids are the best. They get excited about everything. I think I had some good ones.,that is hilarious. maybe ii was terrible too then.,grateful,joy
634,I was thankful when i found my dog!,he dug a hole under the fence and got out,grateful,joy
635,I prayed at the table for our food.,thats okay. its still good to be grateful sometimes.,grateful,joy
636,Life has been kind to me. I am thankful,i have a good job and a family that loves me,grateful,joy
637,when i got an extra bonus from work ,thanks it really made me feel great.,grateful,joy
638,My mom watched my daughter so my husband and I could take a trip. So thankful for that!,i really wanted to take a weekend trip with my husband and my mom offered to watch my daughter. so grateful!,grateful,joy
639,When my mom recently offered to help me with a medical bill. I was very stressed out because I had to have surgery and had a high deductible. She really helped me out a lot.,i know that feeling! what is been getting to you?,grateful,joy
640,"I have recently started gardening, but am not very good.  Thankfully, my dad came over and helped me out!  He saved ma a lot of time and effort!",i agree. i just do not know anything about it! that is why i was thankful for the help! i learn what he know!,grateful,joy
641,I am glad I got over my fear of trying new foods. I found a whole worl d of goodies.,that can be very unhealthy for you but it is so convenient,grateful,joy
642,There was a test that I needed to pass in order to graduate college. I was having so much trouble understanding the subject and really didn't feel like I could do it on my own. My sister sat down with me and really went over the whole thing allowing me to finally understand it and get a great grade on the test!,i thought so. i really am so happy with her. do you think i should do something nice for her in return?,grateful,joy
643,"I was trying to by a house, but I did not have enough credit history to get approved. My dad offered to cosign for me.",do not worry. ask some help from your friends and family.,grateful,joy
644,My friend got into a really bad car accident. I'm so glad she's ok.,that is scary. i hope she was not too shaken up from it.,grateful,joy
645,"My friend lost her job. But because she doesn't have any debt, she can pretty much work McDonalds and still be okay.",that is great! i mean it is sad that she lost her job but being debt free is awesome,grateful,joy
646,"During Aug. 2016 there was a huge flood here in South LA. Even though I got 5 feet in my house, no one was hurt or died. Overall, the number of causlaties was super low","it was, the worst was having to through out pictures, baby blankets, yearbooks...basically everything",grateful,joy
647,my test being paid for when i couldnt afford it,i did very well i was prepared. i was thinking id have to wait a couple months for the next session. but good thing i was able to get it out of the way,grateful,joy
648,I was very fortunate that I lives so close to my grandparents while they were alive.,exactly. having that relationship certainly means a lot,grateful,joy
649,I'm grateful for having such a wonderful son,"yes he is, i am also grateful for having such a wonderful wife that teaches and helps him after school",grateful,joy
650,"A while ago, a local restaurant had a sale for a meal. My car was not working so I would not have been able to take advantage of this sale but a friend of mine randomly stopped by my house during the sale window. I asked if he wouldn't mind taking me and he agreed.",that is a good friend. did you have a good time?,grateful,joy
651,I am so glad I woke up every day.,i am so glad that i wake up every day!,grateful,joy
652,My grandma went out of her way to print out some old photos to send me.,"i am planning on it, but yes she is so kind, i am lucky.",grateful,joy
653,"My husband ended up with meningitis a few years back.  Our church really rallyed around us, brought food, and helped out with the kids - I'm so glad we have a church that is a family.","he is fine now, but it was a tough few weeks. our church really rallyed around us, helping out with food and the kids, etc..",grateful,joy
654,my dad bought me tickets to a concert on sunday. i am so thankful,he is the best for real,grateful,joy
655,Once a QT employee put 5 dollars in my gas tank for me when I was broke,once my card got declined and the employee put dollars on my gas pump anyway,grateful,joy
656,My best friend came over and cleaned my entire house while I was sick with the flu. She is the best!,she is the best. i did feel better after that.,grateful,joy
657,Once i was doing bad in a class then the professor gave me extra credit. He ended up giving me enough to pass the class.,we have all been there. how did you do?,grateful,joy
658,"Yesterday, I lost my favorite pair of underpants. I was quite grateful when my favorite bartender returned them.","so, went to the bar last night and woke up missing my underpants. i had no idea what happened to them,",grateful,joy
659,My neighbor returned my longsword last night. I was so thankful for his kind gesture.,did he do any damage?,grateful,joy
660,My mom was able to help my with school cost,yeah i know i kept thinking her over and over again,grateful,joy
661,My neighbor returned my owl that ran away. I was so grateful.,yes! i have had that owl for years. would have been a tragedy if i did not get her back.,grateful,joy
662,I was have dinner and realized how privileged I am.,i was having dinner yesterday and just stopped for a moment to thank the lord.,grateful,joy
663,I got 3 quarter pounders and 3 big macs. This is gonna be good.,"oh yea, i will! have not ate all day.",grateful,joy
664,I'm so glad we have cell phones now as my friend accidentally left my apartment with an important document. I had to call him and set up a meeting to get it back in time for my presentation!,it was an important blueprint for software i am designing for a client. my boss would not have been happy if i left it,grateful,joy
665,I'm thankful for the way my parents raised me.,i sure did not do it on my own...well i did but if i was raised horribly i know i would not be the man i am today.,grateful,joy
666,So many people were rushing shopping for school supplies. I am glad I did that weeks ago.,i was stunned by the amount of people getting last minte school supplies.,grateful,joy
667,my wife is the best! im so lucky tohave her!,she sounds wonderful. how long have you two been together?,grateful,joy
668,My friend helped me move last summer,that is a very nice friend. moving is hard work.,grateful,joy
669,"I got a $1,000 scholarship for tuition. Doesn't cover everything, but it's something.","i got a , scholarship for tuition. does not cover everything, but it is something.",grateful,joy
670,I felt really bad after I got my girlfriend sick.,why did she get sick? what was wrong?,guilty,sadness
671,I felt guilty the other day for forgetting a close friend's birthday.  We've known eachother for 15 years.,"he texted me acting upset, but i think he was joking.",guilty,sadness
672,I was supposed to bring my wife flowers for her birthday but I forgot to do that. I feel really terrible for this.,i had planned to get my wife flowers for her birthday but i completly forgot. i feel very upset about having forgotten and think she will hate me.,guilty,sadness
673,I lied to my mother so I didn't have to take her to the doctor's.,"nothing, i did not feel like going.",guilty,sadness
674,"I snapped and lost my temper at my husband, and I felt really bad about it.",i had an argument and lost my temper.,guilty,sadness
675,I felt bad when I lied to my dad about missing a lunch meeting. I was hungover but told him I was sick,i felt bad when i lied to my dad about missing a lunch meeting. i said i was sick and i was not,guilty,sadness
676,"This is a heavy one, I left my husband for a woman. I have always loved her and finally went with my heart. i know it broke his heart and still does. ","i think i have, it made me feel bad. have you?",guilty,sadness
677,"I am drug addict. Once I robbed my parents because of my addiction. When I think about it, I feel terrible bad.",that is a terrible thing but your situation has an toll on you have you considered getting help?,guilty,sadness
678,Once I borrowed some money from my brother's wallet. I meant to pay it back but kept forgetting. Now it is really eating me up.,a while ago i borrowed some money from my brother is wallet. i have been meaning to pay it back but keep forgetting.,guilty,sadness
679,I think I threw away the safety deposit key. it's worth $500 to replace it.,i think i threw away the safety deposit key. it is worth to replace it.,guilty,sadness
680,I didn't tip my waitress the othe rnight,oh that is nothing! i thought it was something serious,guilty,sadness
681,I accidentally stepped on someone's toe at the grocery store and they really looked in pain,of course! i probably apologized times. i felt so guilty.,guilty,sadness
682,I took credit for an idea I didn't have. I feel a little bad about that.,i took credit for an idea that was not mine at work.,guilty,sadness
683,"I'm sitting my friend's house while she's on vacation. While mowing her lawn, a rock hit her window. I feel so bad.",oh no what kind of damage was done?,guilty,sadness
684,"I was doing this chat room thing, and I walked away for a minute.  One minute turned to ten, and the next thing I knew, the chatroom had expired, stranding the person waiting on me.",oh yeah? how did that go?,guilty,sadness
685,I broke my wife's phone. I blamed it on my dog!!,yeah but i do feel guilty about it,guilty,sadness
686,I ate the last piece of cake. It was for my sister's birthday she didn't even get a piece.,how did that make you feel?,guilty,sadness
687," I am excited about losing weight. I can feel new areas that are thinner, which excites me","sorry yes daycares do have a way to log in- ask them so you can ensure she is safe i am losing weight again and it is been hard with my stress, age and after surgery. i love feeling the new areas i am thin!",guilty,sadness
688,I did not do an important report for work. I blamed it on my coworker even though it was my fault,did you get into any trouble over it?,guilty,sadness
689,A school friend of mine got detention for a week after he was caught with a note that had some swear words in it. I was the one that passed it to him.. ,"oh no, did he place the blame on you, or did he just accept it and take the blame for you?",guilty,sadness
690,Sometimes I feel bad for other students as they cannot afford college while my parents are paying my tuition in full.,"my parents were able to pay for me to attend college, however i feel bad for those who were not lucky enough to be born into those circumstances",guilty,sadness
691,I lost the shoes my friend bought me.,"yea, they were. he worked a lot to get them for me.",guilty,sadness
692,"Sometimes even though I have a girlfriend, I wonder what it'd be like to be with someone else.",i do not think i would be willing to leave her. she is great. but sometimes you get that grass is greener feeling,guilty,sadness
693,I cheated on my girlfriend once.,i feel guilty but i know i will lose her if i tell her.,guilty,sadness
694,I cheated on a test in school. I was never caught,when i was in school i cheated on a test.,guilty,sadness
695,"I told my friend that a guy didn't like her.  I like him so I didn't want her to go after him.  I feed bad though because he might have a thing for her,","i guess to make things right, i will find out and if he says he does like her, i will just do what is right and try to get them together. if we are not meant to be then we are not meant to be.",guilty,sadness
696,"I was too tired to mow the lawn and do garden work which me and my brother usually do together. As a result, he had to do it alone.","i feel that way every day almost, did you ever end up doing it?",guilty,sadness
697,I felt bad when I missed my friends wedding. I just didnt have time to make it,"although you felt bad, i am sure your friend would understand.",guilty,sadness
698,I am feeling disappointed with myself.,i lied to my boss and a co-worker got blamed for my mistake.,guilty,sadness
699,I wish I never lied to my dad.,about my test score at school.,guilty,sadness
700,"I lost my dog, I feel so bad.","i lost my dog, i feel so bad.",guilty,sadness
701,I wish I hadn't eaten all my kids' Halloween candy. They were wondering why their stash kept getting smaller and smaller. I am so hooked to sugar!,well they were upset but i let them pick some more candies out at the store. it was wrong of me to eat their candies.,guilty,sadness
702,I snuck out of bed one night and ate someones food. It caused a fight in the house.,"no just some of what i thought was leftovers. turns out, it was a lunch.",guilty,sadness
703,I was given something for free that I didn't pay for,"i went to the store the other day and when they were ringing me up, some of my stuff didn t scan, so i got worth for free.",guilty,sadness
704,i just drink the last can of soda i didnt know,can you go to the store and get some more before she notices?,guilty,sadness
705,I feel guilt because I left my friend behind at work thinking she had a way to get home,i have been feeling a little guilty lately...,guilty,sadness
706,I secretly ate the rest of my roommate's chips and feel a bit bad about it.,"not yet, but i think that would be the best plan. especially before they realize they are gone...",guilty,sadness
707,maybe if I believe hard enough i can get this job,if i ust believe it hard enough in my heart then its mine!,hopeful,joy
708,I wish there will be more opportunities at work to make more mony,definitely working on that. good idea!,hopeful,joy
709,I hope I will be able to afford a vacation during Christmas break for my kids,i was just going to look up what deals they had going on closer to that time and depending on how much money i save,hopeful,joy
710,my doctor is going to tell me the results today and I think they'll be good,"well, i have faith that everything will turn out okay today. it is a big day",hopeful,joy
711,I pray that the sun rises for another day for me.,i pray that the sun rises for another day for me.,hopeful,joy
712,"I just broke my finger, and I have a golf tournament coming up.","oh wow, are you okay?!",hopeful,joy
713,I am trying to find a new job this week,"good, i hope you land one soon!",hopeful,joy
714,I was planning on giving birth without any pain medication. I wasn't sure if I'd be able to do it but I was optimistic.,i bet you did great!,hopeful,joy
715,"i just recently registered for a flag football team, i just hope I am good and don't embarass myself","i would like to be a wide reciever or a corner, i am very tall and feel like i can hold my own. hopefully.",hopeful,joy
716,I am hopeful that good things come to those who wait. I have messed up a lot with relationships in my life..picking the wrong people so I am happier to wait until it is right and I can trust someone.,"what good thing are you waiting for, exactly?",hopeful,joy
717,hope i got that job last week that i applied for,"nice, have you heard back yet?",hopeful,joy
718,Feeling positive about this week. Hoping my partner grows by leaps and bounds after a month in therapy.,feeling positive about this week.,hopeful,joy
719,"I'm in high spirits with my new job, I have a feeling I'm going to love working there.  Tomorrow is my 2nd day.","i am in high spirits with my new job, i have a feeling i am going to love working there.",hopeful,joy
720,i am really excited about trying to have a baby with my husband.,i am really excited about trying to have a baby with my husband,hopeful,joy
721,My husband has been travelling for work for years now and we just found out that he might be able to work from home anywhere in the world.  I really want it to work out!,"i guess we will have to get used to each other all over again and then start some hobbies together. we used to workout, hike, play tennis, and lots of other things so if he is able to actually do this i will have to start brushing up on things again!",hopeful,joy
722,I have an important job interview coming up this week. I'm rooting for myself to do well and beat out the competition!,i have an important job interview coming up this week,hopeful,joy
723,My daughter started high school this week.  I hope she finishes the year on the honor roll.,thanks. my only hope is that she can stay on the honor roll like she has for the past three years.,hopeful,joy
724,I'm single and 34 and it still think I will meet someone and get married someday,wow. that must be a lot of work.,hopeful,joy
725,I am hopeful about the future. I wish to become a world class doctor who helps those in second world countries,i have been really hopeful about the future lately!,hopeful,joy
726,"I am looking forward to Christmas, I would like to get lots of presents.",oh wow! that is a big gift! i hope you receive it,hopeful,joy
727,I just put in a bid for a house that I really want!  I am praying I get it!,"yes, and i want this one a lot!",hopeful,joy
728,"I had some tests done at the doctors yesterday, hopefully i hear good news",just feeling exhausted at all times,hopeful,joy
729,"I'm hopeful about more finances coming in, I'm starting a new business.",i hope that business goes well!,hopeful,joy
730,I really wish I get into law school.,it takes a lot of discipline to get prepared for the lsat exam and apply to schools.,hopeful,joy
731,I am submitting a manuscript to an editor. I am hoping she will publish it!,yes it is! a light romance about a horse rescue.,hopeful,joy
732,that i will win the lotto ,oh yea? tell me where you live so when you do i know where to go to collect my share,hopeful,joy
733,I am thinking tomorrow will be nice. I am going to church,i am thinking tomorrow is going to be nice. i am going to church,hopeful,joy
734,I'm almost ready to put my Venison wellington in the oven. I think its going to come out great.,i am almost ready to put my venison wellington in the oven. i think its going to come out great. .,hopeful,joy
735,"I applied for a new position at work, similar to mine but better pay. I think my interview went well.","i applied for a new position at work, similar to mine but better pay. i think my interview went well.",hopeful,joy
736,I bought a ticket on a new car at a hockey game. I really hope I win!,"well, i am hopeful although statistics are definitely not on my side. i have a in a , chance to win!",hopeful,joy
737,I got a lot of hours at work for next month. I am trying to use the extra money to move out.,i work for a company that releases standardized tests in the us,hopeful,joy
738,"I just applied for a promotion, and I should earn at least 10k more.",that is awesome. do you think you will get it?,hopeful,joy
739,I'm trying to cook a new dish for the first time. I think its going to turn out well.,oh now you are just making me hungry!,hopeful,joy
740,when i applied for a new job i was very happy,i am very confident i got this new job,hopeful,joy
741,I recently applied for a job after being out of the workforce for 13 years.  I'm hoping I get it!,i am so excited! but a little scared too. i hope i get it!,hopeful,joy
742,I am waiting my exams results. I wish I will have good grade.,i am waiting my exams results. i wish i will have good grade.,hopeful,joy
743,I am confident the democrats will bet Trump in november.,i am confident the democrats will bet trump in november.,hopeful,joy
744,I just bought 100 lottery tickets. I think tonight is my night!,yeah! did you pick your lucky numbers?,hopeful,joy
745,My new girlfriend knows how to shoot a bow.,yes. i had my bow sitting out because i was practicing for hunting season. she braught it over the next day and we went and shot them,impressed,joy
746,My friend got promoted last week after one month of working,yea i was impressed how quick he was,impressed,joy
747,I ran into a street performer the other day and I enjoyed his music.,he had a small guitar. i am not sure if it has a specific name.,impressed,joy
748,I visited a car assembly the new models are awesome!,"not yet,though i am a car enthusiasts",impressed,joy
749,Acuna for the braves is so young. And he is so talented!,acuna for the braves is on pace to have one of the best rookie seasons of all time,impressed,joy
750,I watched a man eat a 5 pound ham.  I was very inspired by his act.,"no, he did not. i was very inspired by the act.",impressed,joy
751,My close co-worker recently got a promotion at work. I am so proud of what they've done.,a close friend co-worker recently got a promotion at work. i feel so proud of them.,impressed,joy
752,MY friend of 6 years was saving to buy a mercedes when I met her. She finally got it this year.,i can. its good she achieved her dream.,impressed,joy
753,I was amazed at how beautiful San Sebastian was when I went ,i was amazed at how beautiful san sebastian was when i went for the first time,impressed,joy
754,I watch a lot of infomercials and I got the steak knives. They are even better than expected. They can cut through anything!,what have you used them on so far?,impressed,joy
755,I was very impressed with my child who learned how to tap dance at the age of 4. ,that is so awesome. how old is he now?,impressed,joy
756,My friend learned how to fly a plane in his spare time. I wish I had that kind of dedication!,"yup. he said he might move up to bigger craft but he is not sure yet. regardless, i wish i had the nerves to do that",impressed,joy
757,My friend got into her first choice school with a full ride scholarship!,my friend got into her first choice school with a full ride scholarship!,impressed,joy
758,I saw a guy wrestle an alligator.  I was really inspired from it.,i saw a guy wrestle an alligator.,impressed,joy
759,My dog did his first trick today. I was so proud.,he rolled over! he is years old and he is such a smart little pup. i was so proud when he finally did after weeks of training.,impressed,joy
760,"I totally thought that my friend was so bad with girls that he would never find a girlfriend. Despite that, today he came to me and told me that he is going on a date with a girl that he thinks is super into him!","i thought my friend would never find a girlfriend, but he really proved me wrong recently and it makes me pretty proud.",impressed,joy
761,"My neighbors got together to clean up our community, it was a great thing to see!","my neighborhood put together a community wide cleanup day, it was great fun and such a sight to see!",impressed,joy
762,My friend went against his parents wishes and didnt have a big 10k wedding.,my friend went against his parents wishes and didnt have a big k wedding.,impressed,joy
763,My brother has always wowed me with his ability to play baseball,since he was years old,impressed,joy
764,I went to a magic show last weekend. The magician's tricks were really amazing. It takes a lot of talent to do that.,that is cool. was he better than cris angel,impressed,joy
765,My son said his first word today. I was so proud!,my son said his first word today!,impressed,joy
766,I saw someone play an entire song by themself at a talent show once.,i saw someone play an entire song by themself at a talent show once.,impressed,joy
767,The quality of television the make these days compared to when I was growing up is very good,i think there are a lot more choices now than there was years ago,impressed,joy
768,My friend had basically nothing in his life. Randomly he got a job and a girlfriend within like a week.,he got a job and found a girlfriend so soon that i cannot help but feel good for him.,impressed,joy
769,I just got back from checking out a workout facility with my son. The guy who owns it has done an incredible job building his business from scratch. It was really something to see. ,it does. i worked my butt off trying to get in shape at mine. what kind of gym do you go to?,impressed,joy
770,When we visited Gulf Shore on Vacation I felt this way.,"it was nice, but not quite exotic.",impressed,joy
771,I saw someone using a trashcan as a drum set on the street yesterday. I was inspired because they were so efficient with what they had!,"nah, but i stayed a listened for a while. i was just super impressed",impressed,joy
772,My boy just get is first job. I feel really proud of him.,"he just took his lunch box, have a last look at me and said i hope they will be nice.",impressed,joy
773,I've been pleased with how well things have been going lately.,that is awesome. did you change anything lately?,impressed,joy
774,"I'm pretty amazed at how far I've come in life.  I was such a bum now I'm a real man, living on my own self-employed with my own car paying my own bills",yes a lot more than back then for sure. still striving for better every day though,impressed,joy
775,"I saw someone eat a five pound burger during some crazy challenge earlier today. It was a girl, too! Sometimes people do some wild things to completely turn around your expectations of them.","yeah, no joke. and she seemed fine afterwards, too. like walking around normal, no pain. this girl had to be like , tops. really funny.",impressed,joy
776,I felt this way when I attended Disney World.,i am going to disney world with my family for the first time!,impressed,joy
777,The Olympics skaters are really good atheletes,some are very graceful and artistic and some are very powerful,impressed,joy
778,"I'm impressed with how well our pool is coming a long, it should be ready by next summer!","i am impressed with how well our pool is coming a long, it should be ready by next summer!",impressed,joy
779,My friend can juggle 4 knives at once! I have no idea how he can do that without hurting himself,my friend can juggle knives at once!,impressed,joy
780,"A friend of mine had their bathroom remodeled, and it looked so good that I felt quite envious.",that is reasonable considering how new stuff always looks great and how more fancy stuff may be available and cheap compared to when you made yours.,jealous,anger
781,My ex girlfriend was flirting with these guys right in front of me. She loves the attention.,my ex girlfriend was flirting with these guys right in front of me. she loves the attention.,jealous,anger
782,"The bonus for everyone at my company was last week, and you have to have been with the company for over 90 days to get it. My friend was at 94 days and I was at 88 days. It really stinks, I have to wait another year. ","the bonus for everyone at my company was last week, and you have to have been with the company for over days to get it. my friend was at days and i was at days. it really stinks, i have to wait another year.",jealous,anger
783,I'm jealous of my brother's new job.  He's going to be making 6 figures!,i am jealous of my brother is new job. he is going to be making figures!,jealous,anger
784,my neighbor owns and expensive car,i think its an audi but my neighbor has an expensive car,jealous,anger
785,"My sister got to go visit our aunt in California by herself, but even though I was only one year younger, I didn't get to go as well.","sure, it was fun, but i really wanted to go that previous time.",jealous,anger
786,I can't believe Lebron left for LA.  He should have stayed here in Cleveland where his home and family are.,he is taking away from his legendary status by switching back and forth between teams.,jealous,anger
787,I hate the fact that everyone in my neighborhood drives a nicer car than me. When will it be my time to shine?,maybe they do not even have enough for the cars themselves.,jealous,anger
788,My friend has such a beautiful wife.  I am so envious of him.,my friend has such a beautiful wife.,jealous,anger
789,My friend got the job promotion I was supposed to get.  I am so envious of him.,my friend got the job promotion i was supposed to get.,jealous,anger
790,I am so tired of having to compete for my own boyfriend's attention. He cares more about his step sister and her problems than he does me.,he cares more about his step sister is problems than he does me!,jealous,anger
791,"I am jealous of my coworker, he is very athletic and smart",do not worry about him. keep working on you. i am sure you have a lot of great qualities.,jealous,anger
792,I wish I was Lebron James.,i want to be rich and tall like lebron.,jealous,anger
793,My friend who trains with me has been training for the same amount of time but looks much better than I do.,"oh, i totally understand. it is frustrating when you feel like you are putting in the same effort or more! and it works better for other people.",jealous,anger
794,My friend just got engaged. I can't believe it. She was never the one we expected to settle down. I can't even go on a decent date.,yeah i know what you mean. it probably feels like you are losing a friend.,jealous,anger
795,"My neighbor is moving to a single family home, I'm envious!",i am too but also a little envious. i would like a yard.,jealous,anger
796,"When I was younger, my parents could only cosign for one of us between me and my brother. Brother got into a more expensive school so he was chosen.","no, they did it for my brother, he got into a more expensive school, so made more sense to them.",jealous,anger
797,The other day my cousin emailed me. She mentioned that the whole family was about to head out for our annual family trip to the lake. I'm not able to go this year and I was so upset.,sorry to hear that. why dont you try to make things work with your mother is relationnship,jealous,anger
798,A coworker got to go on a work trip I wanted to go on. I really wanted to go.,will there be a next time ?,jealous,anger
799,Recently my best friend who is also my coworker got a promotion at work. I want to feel happy for him but I felt I Was better qualified for the position than he is.,"not really, but i hope you are alright.",jealous,anger
800,Seeing reality stars on tv,i do not understand how they are building women up by flaunting themselves and heavily editing their pics...,jealous,anger
801,My friend recently renovated her house and I was envious because I've been dreaming about doing mine.,i am sure you will be able to do yours soon. and maybe you can get some good ideas from hers!,jealous,anger
802,MY friends ar such better cooks than me. I bring wine to all of the pot lucks.,i am not a very good cook and everyone knows it.,jealous,anger
803,My friend just recently posted on Facebook about a lavish vacation he is on. I wish I made enough money to travel,my friend just recently posted on facebook about a lavish vacation he is on.,jealous,anger
804,I wish I was Batman.,he is cool. i would settle for a british butler. is he your favorite super hero?,jealous,anger
805,"My parents bought me an older car, but my friend just got a brand new BMW from his parents! Life is so not fair at all!",i guess you are right. i should just be happy that i got a car period. some people do not even have cards. it is just hard not to be a little envious.,jealous,anger
806,"My brother in law, buys games whenever he wants!","i have this brother-in-law, my sister-in-law is husband. i feel like he buys video games whenever he wants.",jealous,anger
807,Three of my friends are due to have babies and I still haven't been able to get pregnant.  I don't understand how they get pregnant so easily and nothing is wrong with me.,the first one did not work. apparently the second one did.... but that is supposed to be a secret for now. she is supposed to surprise me and my father with shirts.... my mom is a loud mouth and spilled the beans though.,jealous,anger
808,I do not like when my boyfriend talks about his ex or watching their facebooks or instagrams. It makes me angry,"hjow do you put up with it , i know i could not do it.",jealous,anger
809,My friend just bought a new Bugatti.  I am so envious of him.,my friend just bought a new bugatti.,jealous,anger
810,My younger brother got an amazing job.,"right, you should! remember they arent making any more land!",jealous,anger
811,Some greedy pliticians are doing it again,some politicians around the globe,jealous,anger
