text,label,source
learnt younger sister expelled secondary school pregnant. second time happened family first time elder sister.,angry,isear
finding glass lost town.,joyful,isear
disgusted fact bad singer play opera not protegts lover important felow time young able singer work quite different field life.,angry,isear
"unjustly punished, feel disgust towards person responsible.",angry,isear
"room mate locked deliberately, exam due 1400 hours.",angry,isear
boyfriend turn promising coming.,sad,isear
felt guilty tore photograph found boyfriend's place realise sister photograph.,sad,isear
bought new ski ashamed tell assistant not good skiing therefor bought racing skis.,sad,isear
"offered high position trust, later accepted.",joyful,isear
final examination.,anxious,isear
felt happy mother gave birth son last born family.,joyful,isear
"loss close friend relative, feel grief away home, too.",sad,isear
charmed relatives.,angry,isear
loss very good friend.,sad,isear
"cycling country, came across large herd cows.",anxious,isear
afraid met uncle time boyfriend thought not going given pocket money.,anxious,isear
"winning tight tennis match. one set play, team behind 3 games. last set 6 2 match game.",joyful,isear
saw brother law insulting sister.,angry,isear
nearly caught masturbating.,sad,isear
confronted bigger person almost got fight.,anxious,isear
take time make appointment someone.,sad,isear
not share work house job.,sad,isear
got result passed form iii exams. not expected so well.,joyful,isear
get irritated son scream sick clean clothes.,sad,isear
"hearing news death sister, felt very sad.",sad,isear
not able convince class leader friend better go english lectures.,sad,isear
"recently thought hard work take study, one want try something else. read theoretical book english not understand.",sad,isear
"friend's father died, come see friend although not know family.",anxious,isear
boy tried fool so would ok trying show gook boy.,angry,isear
schoolmate teasing pupil not able defend very well taken part.,sad,isear
"initial interview recruiting, know why, accepted test army.",sad,isear
"tried pas examination particularly well, worse ever. felt ashamed.",sad,isear
"joyful received present 2 book pencil headmaster standard 6 passed, became no 1 said one pupil good behaviour.",joyful,isear
admitted chinese universiity.,joyful,isear
told visit sister holiday short.,angry,isear
realized hole trouser gone walk.,sad,isear
"man yelling outside window 3.00 am, yelling threats, though not me.",anxious,isear
"peer want meet someone rush fear would give bad outlook sororoty house. seen this, blew did.",angry,isear
missed opportunity go abroad silly mistake suffer lot.,angry,isear
guess often ashamed talked badly people.,sad,isear
seeing person spending money shopping center completely indifference misery reigning country.,angry,isear
successful work full joy.,joyful,isear
tv news heard nicaragua complained increasing threat war usa.,angry,isear
n.z. rugby union wanting send black south africa.,angry,isear
succeeding helping others.,joyful,isear
promising someone job not able due transport troubles.,sad,isear
"entrusted friend delivery money father, however misused money.",angry,isear
academic result poor repeat second year. felt sad coming several years.,sad,isear
bicycle demolished.,angry,isear
"bored school, not able marry children.",sad,isear
someone took writing material yet write examination minutes.,angry,isear
event described shame .,sad,isear
angry ability singer underestimated.,angry,isear
disgusted behaviour one fellow student secondary school life. habitual noise maker caused great conflict teachers.,angry,isear
thief broke house night.,anxious,isear
girl seeing want serious relationship.,sad,isear
close friend died.,sad,isear
meeting old friend mine.,joyful,isear
bus driver failed stop pick bus stop.,angry,isear
going area 10 dog chased me. afraid might bite me.,anxious,isear
broke window pane next door neighbour's house.,anxious,isear
work not get full co operation colleague complete assignment.,angry,isear
failing examn not work hard enough.,sad,isear
"put father family outing mutual family friend dinner. told not speak . attitude negative mid 20s, done many thing wide range experiences. probably greater he.",sad,isear
behaviour people spitting everywhere.,angry,isear
"worked seven month factory, made friend fellow worker. later, visited former fellow worker told that, army, friend shot himself.",sad,isear
broke uncle's radio player accidentally so feared going cut going house well playing again.,anxious,isear
forgot lock outside door land lady's place.,sad,isear
grandmother died.,sad,isear
took away best friend's boyfriend.,sad,isear
insulted fellow student.,angry,isear
raped went dark alley back house. man pushed bushes. fought back succeeded escape.,anxious,isear
elder sister scolded front younger sister cousins. said very lazy felt so sad cried sleep.,sad,isear
mother not come home midnight. forgotten tell it. very young alone home.,anxious,isear
lady wife accepted proposal lover future wife.,joyful,isear
raped one year ago man lot older met. maybe rape man wanted wanted give since people vicinity.,angry,isear
child parent caught pornographic magazine.,sad,isear
sexually assulted told friend cried together .,sad,isear
"when, example, someone calumnating.",angry,isear
grandfather's funeral grandparent virtually raised mother solo parent work.,sad,isear
mother always took side. brought quarrel father. knew like felt very sorry that.,sad,isear
"refused transfer school another, simply far away house.",angry,isear
experienced joy got result made second year.,joyful,isear
boyfriend sat half night playing computer game friend.,angry,isear
grandfather died realized much would miss them.,sad,isear
"alone bus tripped fell, dropped papers.",sad,isear
"little brother passed away mysteriously, least told it.",sad,isear
"lied, saying never take bread dinning hall friend mine caught it. thus proved fact take bread.",sad,isear
attended concert pop singer.,joyful,isear
"day felt very miserable, distressed listless, cry fits. felt very happy, although no special reason.",joyful,isear
not good enough join team play sport class.,sad,isear
"special circumstance l lied parents, felt guilty so told truth felt free.",sad,isear
watching tv program paranormal phenomena. night could not fall sleep feared humanoid move.,anxious,isear
caught lying father speeding ticket received.,sad,isear
father gave money brother not me.,sad,isear
moved nijmegen study. soon mother admitted hospital cardiac compliants. knew moving important reason this.,sad,isear
car parent friend back reverse pas river recall 5 yr seemed going fall drown.,anxious,isear
"too many people tv room, not able get seat watch tv.",angry,isear
teased friend not scoring good mark exams.,angry,isear
"meet friend bus stop coming visit u not turn up. waited time hour called up, told not intend come feeling tired.",angry,isear
"pakeha white new zealander, racially prejudiced people condemned.",sad,isear
cannot remember exactly situation. know went very dirty lavatory disgusted me.,angry,isear
friend mine keep telling morbid thing happened dog.,angry,isear
"told ex boyfriend hurt wearing something given another guy. unaware action really, not considered fact given me, might see me. still respected opinion me.",sad,isear
woke night drinking remember discovered several untoward thing occurred.,sad,isear
noticed meryl streep similar cheekbone jaw structure.,joyful,isear
saw people quarreling bus.,angry,isear
"climbing mountain see view, towards top suddenly came across ledge nearly sheer drop either side, cross.",anxious,isear
"every time meet certain person. cannot get well together, dislike other.",angry,isear
one unjustly accused something one not done.,angry,isear
not able well chosen english lecture.,sad,isear
"month back gone friend's place offered tea coffee. not habit drinking tea coffee so offered glass milk instead, so felt ashamed.",sad,isear
not felt emotion yet.,anxious,isear
friend catched masturbating. not fully sure whether saw not.,sad,isear
"time lost badminton match, zambia closed badminton championships.",sad,isear
admitted unza.,joyful,isear
pay fine speeding.,sad,isear
"attending demand made client work bank suggested application money week ahead, informed wrongly. client arrived week application made lost lot time money.",sad,isear
told acquaintance mine something regretted later.,sad,isear
article published.,joyful,isear
person not want see continously present.,sad,isear
birthday party 5 friends. one u frequently used hard drugs. party discovered 3 friend also used them. agreed would help big user stop using it.,angry,isear
"left examination enter university, even though studied whole year made bad exam.",angry,isear
"caught something bad bribed person caught me. later felt very bad, maybe paid bad behaviour.",sad,isear
felt fear friend broke abandoned military base los angeles summer. feared want caught.,anxious,isear
"borrowed car supposed used long journey hour later, one tyre burst middle town not know do.",anxious,isear
told uncle passed away.,sad,isear
put end friendship girl pretended love affection able sleep her.,sad,isear
spent weekend friend instead studying exams.,sad,isear
7th grade class mobbed famale teacher so badly breackdown hospitalized.,sad,isear
take care neighbour's child. not look time child fell hurt. felt guilty.,sad,isear
child recite poem show end term.,sad,isear
prayed unfaithfully.,sad,isear
"when, week school, teacher sent note home saying son inattentive unable lessons.",angry,isear
made thing see no sense waste time. time ago participate sociological investigation got really angry.,angry,isear
afraid moving away home moving helsinki studies.,anxious,isear
december 28th filled joy told boss selected attend course lilongwe school health scienced lilongwe.,joyful,isear
"time went home holiday find sister passed away. news hidden me, so could take exams.",sad,isear
"sometimes go work crazy bos hyper jewish lawyer insists thing way filing, typing, etc. . sometimes blame thing do, can't yell back him.",angry,isear
climbed cherry tree alone thick caterpillar beside fingers. feel disgusted caterpillar snakes. terribly afraid caterpillar crawling fingers. fear almost unable climb down.,anxious,isear
headmaster came hostel. light lot noise. shouted knocked door. later saw headmaster.,sad,isear
"grandmother several time struck cerebral hemorrhages. recovered well time, always threat loose her.",anxious,isear
first time played despite christian. read bible wrong make love someone one not married to.,sad,isear
harrassed gay suggestion physically beaten acting informal bouncer gay bar.,anxious,isear
day got married happiest day life. u felt right every way no doubt compatibility right day got engaged.,joyful,isear
"living room home ex boyfriend, nearly year separated, talk began remember courting gave long kiss.",joyful,isear
shot decisive goal ice hockey match.,joyful,isear
asked girlfriend marry me.,joyful,isear
afraid first boyfriend threatened make end relationship love enough loved very much.,anxious,isear
good trip boat good friends.,joyful,isear
"satisfied something, achieve something striven to.",joyful,isear
rude mother got angry her.,sad,isear
"younger sister, 16 year old, pregnant.",sad,isear
using sister's stereo everyone out. know want would get trouble found out. partly justified forbidding use it. never found out.,sad,isear
got big fish fishing.,joyful,isear
"carterer refused give sugar add tea saying no sugar whilst there, so left cafe disgusted without taking tea.",angry,isear
knew take exam very soon yet start studying. also knew very imprtant succeed exam time.,sad,isear
felt guilty battered death classmate mine.,sad,isear
one day got bus without money season ticket driver threw out.,sad,isear
sweden's arm exports.,sad,isear
"not prepared contribution group thoroughly members, result overall result poor.",sad,isear
got divorced husband ten year marriage.,sad,isear
"walking quite quickly unthinking children's playground, toddler ran front knocked hit head quite hard began crying.",sad,isear
"crossed street, nearly trampled car.",anxious,isear
"first feeling falling love. coming across person made feel love, happiness, joy, giving new beautiful future, made dream.",joyful,isear
study too demanding cannot cope it.,sad,isear
returning home late afternoon saw indecent act made man purpose saw it.,angry,isear
time no position secure ist class m.sc exam likely affect career.,anxious,isear
"lack love father mum, sadness anyone else not realise much love happiness could them, is, much damaging apart mum.",sad,isear
"friend woke middle blessful sleep knocking door. started calling name saying heard talking behind back, lie guy drunk core.",angry,isear
losing temper sister.,sad,isear
little sister's graduation high school grandmother became very sick. passed away month later.,sad,isear
close friend decided stop study go back home.,sad,isear
"eating very nice restaurant, servant asked whether liked food told liked one thing so good. servant worked very hard make good.",sad,isear
one very good friend came advice boyfriend hitting beating quite harmfully.,angry,isear
old lady slipped nobody helped her.,angry,isear
dreamt father's death secondary school. screaming top voice woken friend. day really sad.,sad,isear
"losing close people animals. so far, felt losing dog traffic accident.",sad,isear
put head pullover girl see breasts. girl looked so felt ashamed.,sad,isear
feel see somebody traying made stupid me.,angry,isear
"old man hospital, hollow cheeked, one half nose glass eye, rattling breath.",angry,isear
"boat trip denmark, 14 u lot fun spent sek 10 one armed bandit odds jackpot sek 1000.",joyful,isear
"underground's escalator, youngish bum asked money. although not give anything, fellow told really good looking. man front also turned look me.",joyful,isear
found mother cancer.,joyful,isear
"heard advance acquaintance mine made friends, not approve them.",angry,isear
tramway carriage stranger insulted girl blew nose. detested behaviour.,angry,isear
felt ashamed confronted teaching assistant close friend accused cheating math exam.,sad,isear
today lot better architecture project expected.,joyful,isear
"took blood patient alcohol estimation urine examination, told something bad would happen would play magic me.",anxious,isear
"boy told nickname little girl doctor , not tell laughed them.",sad,isear
story heard recently baby dying sexual abuse.,angry,isear
take look slaughter house listening story torturing people animals.,angry,isear
relating closest family.,joyful,isear
think way father behaved filing divorce.,angry,isear
"went ballet lesson little friend dark. very quiet place boy approached u behind asked time lesson would finished. gave avoiding answer, took wanted run away me.",anxious,isear
deceived people ran trouble.,sad,isear
"one point relationship, boyfriend seeing old flame me. confrontation tear shed.",sad,isear
"niece 3 year old living room fixing table birthday party and, every child, stay calm. burst balloon. told quiet father pinched her. believe said anything happened.",sad,isear
certain drunk man slapped buttock quietly standing waiting bus.,sad,isear
ashamed biology lecturer asked question could not answer it.,sad,isear
anticipatory honey moon fiancte.,joyful,isear
quarrel family.,angry,isear
walk home dark first time.,anxious,isear
can't remember feeling.,angry,isear
felt guilty one day accused running away class caught.,sad,isear
roommate leaving drawer mess plowing thourgh looking something.,angry,isear
"child, always afraid father. looked me, felt frightened.",anxious,isear
"lecture, colleague not know anything subject, got nerve asking silly questions.",angry,isear
so closer university left home moved auckland. seems left home especially family forever.,sad,isear
"saw dead child not covered, knocked car.",sad,isear
came across woman town very drunk. swearing everyone carried drinking even though could hardly stand.,angry,isear
important sport events.,anxious,isear
mistake occurred work not responsible for. disclosed later.,sad,isear
"mother suffers mental illness. one night not feeling well sent hospital. scared would die, night very sad not dare close eyes.",sad,isear
"asked teacher write recommendation letter me, not provided enough information run short time.",sad,isear
breakfast classmate suddenly began cry thought friend mine not seen long time.,sad,isear
went dancing found boyfriend kissing another girl.,angry,isear
3 child top class final exam 1984.,joyful,isear
sound really predictable usual absolutely heart rending time. first lover 15 rang one day announced found another woman. never saw hurt positive true love !!,sad,isear
"friend mine discussed me, felt fear losing her. occurred missunderstanding mutual colleagues.",anxious,isear
situation keep occurring little sister disagrees vice versa. very similar temperament always end feeling angry fighting so much unimportant trivial matters.,angry,isear
"unfair unjust attitude toward person close me, witness of, caused anger me.",angry,isear
examination.,anxious,isear
taking part mobbing one best friend primary school.,sad,isear
one day shouted brother wrong disappointment friend projected him. cried felt guilty sometime.,sad,isear
"little niece, very talkative, suddenly became very naughty began wetting pants. one afternoon.",angry,isear
afternoon rushed home look result slip higher level fast possible. opened envelope very carefully found result much better expected thus could enter chinese university. diligence paid very happy.,joyful,isear
roommate rude me.,angry,isear
"begining teenage, matter sex speaking sex.",sad,isear
man threw flat disgusted me.,angry,isear
parent separated temporarily left behind father. loved mother wanted go her.,sad,isear
thought guy associating year went 2 3 time high school girl claimed not like.,angry,isear
insulted man.,angry,isear
passed mce examinations.,joyful,isear
"dark room, insecure hole covered wooden sheet roof establishment already assaulted could assaulted again.",anxious,isear
"coming home taxi fellow worker mine. criticizing earlier conduct towards him, mind unfounded. reached home, ran taxi slammed door.",angry,isear
"knew person liked very much react way would like to, even knew feeling me.",sad,isear
"shoulder operation, woke hospital room alone. pain still heavy medications. could not find parents.",anxious,isear
forgot course instructor directed u go special class usual class hours. missed first day asked next day said forgotten.,sad,isear
finished c.s. project overjoyed. felt relieved due next day tired looking it.,joyful,isear
good friend quitted behaved strange manner.,sad,isear
teacher asked read composition homework stood invented one done it. colleague saw copy book nothing written accused so called director's room.,sad,isear
death jaya prakash narayan caused great deal sadness believed true democrat ray hope indian horizon.,sad,isear
watching horror movie friends.,anxious,isear
younger sister almost run lorry.,sad,isear
"tramping narrow path two u confronted woman two snarling dogs, demanding get property via flooded river !",anxious,isear
death twin sister suicide.,sad,isear
damaged tap residental hall.,anxious,isear
girlfriend let badly 3 time one week. instance summed negative aspect relationship time seemed doomed fail.,sad,isear
found seat coach booked sold somebody else.,angry,isear
leaving melbourne move interstate leaving relative friend behind.,sad,isear
friend worked community centre holding booth. one day friend went another booth play. meant very busy could not maintain order. behaviour disgusted me.,angry,isear
broke relationship former girlfriend would ask irrelevant quetions past.,sad,isear
zhu jianhau not break world record china.,sad,isear
accidentally seeing friend compromising situation stranger.,angry,isear
"threw holder floor, note exam inside got mixed up.",angry,isear
day back ask professor ridiculous question lost game card pay forfeit.,sad,isear
lied mother sixth form said would ring find tell lied.,sad,isear
"death father, even though not very close other.",sad,isear
oral part final examination made mistake speaking so teacher laughed me.,sad,isear
saw person not seen long time.,joyful,isear
very disgusted see people abusing body drug alcohol. take advantage thing usually excuse fantasy like so thing stupidly unjustly.,angry,isear
friend close got engaged not invite me.,angry,isear
"friend share room me, opened window morning left room whole day. came home evening, room so cold stay there.",angry,isear
opened box biscuit found worm inside.,angry,isear
day got telegram telling selected b.a unza. felt happy not expected selected.,joyful,isear
moving graveyard 6.00 pm one day griped fear told ghost detain people moving night.,anxious,isear
woke nightmare.,sad,isear
one best friend hurt girl loves.,sad,isear
"12th standard, could not speak english. one day, talking relative used wrong word cousin corrected me, believing not know english. really felt ashamed then.",sad,isear
"brother came tell problem family. felt sad thought mother not gone away brother younger, thing would different.",sad,isear
one day really angry food eaten dog. anger mother careless. keep food hidden proper place.,angry,isear
breaking implicit promise.,sad,isear
"one occasion whilst engaging horseplay girlfriend, caused physically harmed.",sad,isear
heated discussion spouse concerning new house.,angry,isear
gave wrong meal ticket people classmate .,sad,isear
"could not meet love, waited month, due illness.",sad,isear
father's death january 1983 moved deeply. gloom prevailed almost two year still recover it.,sad,isear
"1983 sadist provoked sister presence. tried force sister accompanying place, sister not agree so kicked fell down. fight.",angry,isear
climbed tree pick apples. angle ladder not enable get high enough. implied ladder not very stable.,anxious,isear
friend mine promised come cinema come.,angry,isear
felt sad leave girlfriend constant problem failed attempt reconciliation. sadness caused irreversibility decision.,sad,isear
"several year ago brother died accident. heard it, very sad. took year resigned it.",sad,isear
"week end home, mother fry greasy unhealthy meat dish make feel sick.",angry,isear
exam logics.,anxious,isear
lost close friend.,sad,isear
always very scared tense exam declaration results.,anxious,isear
badly beaten one friend wedding party.,angry,isear
"talking person's unattractiveness, not realizing person listening.",sad,isear
"received result slip higher level examination university entrance exam saw very good possibility accepted university, felt very excited.",joyful,isear
"49ers winners, fan coming woodwork jumping bandwagon disgust me.",angry,isear
finding not able student thought.,anxious,isear
girl dressed like foreigner university.,angry,isear
grandmother staying u awhile went back home.,sad,isear
felt very sad saw first list name people entered university name there.,sad,isear
caught parent compromising situation girlfriend.,sad,isear
"py 102 film session tuesday, one film shown experiment live cat involving strapping machine possibly days, thing brain.",angry,isear
quarrel parent,angry,isear
failed ninth standard exam school.,sad,isear
guy chased jogging.,anxious,isear
felt feeling one day landlord's cat crept bed cope hour half.,anxious,isear
dad give priority kid brother's band activities. play different band rehearse parent garage.,sad,isear
decided last minute not something said would person.,sad,isear
"young, friend mine tried dissect frog playing near home.",angry,isear
young felt ashamed relative visited u hid myself.,sad,isear
cast general election resulted norway getting conservative government.,sad,isear
found one new pullover wrinkled inside wardrobe. brother done it.,angry,isear
shop downtown accept visa card december last year.,angry,isear
succeed writing something felt felt well very happy able express something suffocating me.,joyful,isear
"time m.sc exam, not position take exam studied seriously.",sad,isear
older sister told u thinking joining rest family winter sport holiday.,joyful,isear
saw passed university entrance exam. made forget problems.,joyful,isear
aeroplane.,anxious,isear
felt shame ages.,sad,isear
party best girlfriend got really drunk went guy know really like.,angry,isear
someone told chosen english lecture good friend class leader.,sad,isear
due reason boyfriend decided separate.,sad,isear
sister broke china tea set.,angry,isear
"party, started talking guy seen one classes. boyfriend felt awkward left talk friend kept looking talked.",sad,isear
"mother friend speaking badly father separated, brother sister allowed listen.",angry,isear
not thanking relative favor done.,sad,isear
complimented called delightful .,joyful,isear
told friend going party would not enjoy came along. understood would not fitted something that.,sad,isear
son pain leg no apparent reason .,anxious,isear
"close friend first said accepted agreement, later used agreement reason attacking me.",angry,isear
could not hold bladder making telephone call ended wetting myself.,sad,isear
lost father car accident.,sad,isear
came know exam two successive day very little time 9 10 hour study between.,anxious,isear
successfully passed exam happy.,joyful,isear
"man knife grabbed threatened it, holiday monze.",anxious,isear
get tube train without paying ticket.,anxious,isear
government's announcement withdrawal student allowance 1984.,angry,isear
"felt very sad boyfriend wanted break relationship. relationship lasted two years, shared everything finished.",sad,isear
"ex boyfriend began date best friend. seeing other, found sleeping another girl, without friend knowing, told friend behind back.",angry,isear
"paternal grandmother died. close blood. cry sad, partly due death partly think, due fact cry.",sad,isear
"close friend travelled another country. knew would come back many years, felt very sad.",sad,isear
take test not made necessary preparation too late. two day go still not done much.,sad,isear
found involved fight person died intervene risk.,anxious,isear
found someone knew someone else taking test her.,angry,isear
ctiticized teacher public.,sad,isear
"one day lent tennis washed sister asked it. asked not soil washed it. next day looked tennis, dirty wax. could not soiled it. lack consideration. felt very angry.",angry,isear
saw dog eating excrements.,angry,isear
"always made lot noise certain lecture. may not respect lecturer. finaly, lecturer could not tolerate scolded u angrily pointed misbehaviour.",sad,isear
received letter christmas present person not seen two years.,joyful,isear
felt joy heard radio successful primary school leaving certificate examination selected secondary school.,joyful,isear
"cave excursion friends, suddenly lost afraid losing way cave.",anxious,isear
lie age accepted member group.,sad,isear
feared dog's eye infected too much. played around weed foxtail gotten eyelid. took vet feared may go blind foxtail.,anxious,isear
first day back job.,anxious,isear
"christmas holdidays wanted invite brother, girlfriend child dinner. said brother's girlfriend would like come place dinner, refused never mentioned never asked her.",angry,isear
"mathematics class, professor asked question gave wrong answer.",sad,isear
got touch earlier friend long absence.,joyful,isear
"talking friend mine parent education. said something realized not know friend's parents, motif education. felt ashamed talked something not know anything about.",sad,isear
parent came visit me.,joyful,isear
"first day close dead body, third year unza, school medicine.",anxious,isear
student talking people nap.,angry,isear
"one day little boy, friend asked play outside catch boys. however parent not know got home very late feared scolded parents.",anxious,isear
angry university tutorial ignorant loudmouth persisted trying dominate conversation.,angry,isear
ashamed one got c ed120 assignment.,sad,isear
person like very much got near me.,joyful,isear
"heard former superior mine died, later home home reading newspaper thought interaction no longer possible. limited scope human life sad.",sad,isear
time put dog sleep.,sad,isear
"came lesson, cancelled fill questionnaire instead.",angry,isear
"day nearly stabbed death ruffian wanted take money. refused give money started running me, ran somebody else's house save myself.",anxious,isear
"often feel guilty, people, e.g. visited older relative while.",sad,isear
"restaurant, made acquaintance boy always told thing very loud voice. laughed said always repeated things. time later heard undergone complicated brain operation.",sad,isear
see putridness people. fact catarrh spit whash street s.paulo.,angry,isear
dad married second wife step mother not like so went wardrobe set fire dresses. eveyone suspected brother bear consequences. nobody ever got know done it.,sad,isear
not done assignment seriously. pretended finish work work not meaning me. whole thing made feel guilty.,sad,isear
asking someone give back money lend needed myself.,sad,isear
not fulfilling obligation person respect.,sad,isear
"person really like left overseas months, hoped go soon.",sad,isear
"close friend, city, involved present point time outrageous activity.",sad,isear
knew sister's law finacial situation facing.,sad,isear
lied friend son thing discussed one better.,sad,isear
found place looking one long time.,joyful,isear
saw program t.v saw skull operation.,angry,isear
reason behind break friend's relationship girlfriend. finished him.,sad,isear
victimized running away girl somebody else's wife niece time. very angry issue told pay money punished it.,angry,isear
bus fell sick vomitted bag. entire situation disgusting itself.,angry,isear
"condition accumulated mind funeral news brought awareness, close relative passed away.",sad,isear
not getting job.,sad,isear
"recently, left bag car someone picked hitch hiking. spent effort find lived succeeded .",sad,isear
discovered people trusted talking behind back.,angry,isear
"new year's eve 1983 1984, met girlfriend. stood step outside parent home kissed first time.",joyful,isear
felt disgusted found someone betrayed me. person dishonest felt used.,angry,isear
very sad leave person very intense relationship also leave environment part this.,sad,isear
postgraduate student talking girl stupid.,angry,isear
stand bus stop one hour waiting bus arrive.,angry,isear
"catched when, little girl, played tricks. very startled wet pants.",sad,isear
car towed away traffic police wrongly parked. however sign put already parked.,angry,isear
left alone dark young.,anxious,isear
lied someone time later person found not told truth.,sad,isear
"salo, movie film pasolini. people misused tortured fun elder italian authorities, world war ii.",angry,isear
"away home long time came home delighted. wonderful see familiar, dear people rejoycing advance. feeling very lonely.",joyful,isear
"stayed home period felt depressive neglected study people adked me, told freeterm studied hard. felt ashamed behavior lies.",sad,isear
arguing younger cousin. rather nuisance felt sorry.,sad,isear
first time saw dead person. started gross anatomy practicals.,anxious,isear
"secretary association, last meeting forgot take minutes.",sad,isear
entered dissection room first time exposed preserved dead human bodies.,anxious,isear
"parent put pressure buy clothes, would not liked so.",angry,isear
failed complete working task within agreed time.,sad,isear
cheated father told school administration wanted k80 purchase mini bus. two month later school authority wrote back father money. could not go back ask money already given once.,sad,isear
mother died.,sad,isear
grandparent moved another part town.,sad,isear
father chronic desease. autumn 1983 very strong fit seizure.,anxious,isear
"feared pregnant. not planned would compelled abortion, would not liked all. fortunately, week's anxiety, got know not pregnant.",anxious,isear
"heard woman raped uni, near usually park car walk night. although danger unnerved day fearful whenever walking area.",anxious,isear
always get separated friend relative home town.,sad,isear
"fear loss close friend, feeling ground slipping feet.",anxious,isear
"boyfriend openly let down, preferring another girl.",sad,isear
watching suffering third world country.,sad,isear
"attending authorized demonstrationand police rushed brutally demonstrators, without warning.",anxious,isear
t.v saw news feature south africa. policeman attacked group black people whip.,angry,isear
"argument brother, behaved rather intransigently, even cruelly, wishing morally hurt person opposed me.",sad,isear
"waiting impatiently result form 5 examination almost year, last received letter acceptance senate university zambia telling made first year course unza.",joyful,isear
going take practical exams.,anxious,isear
argument friend knew right. friend went arguing even though not know right thing.,angry,isear
felt guilty given prize belonged someone else.,sad,isear
failed grade 7.,sad,isear
group friend began make critic me.,sad,isear
nearly attackad man chasing me.,anxious,isear
promised visit boyfriend fulfil promise.,sad,isear
close friend took part racist violent action.,angry,isear
friend promised would definitely call tell visiting not.,angry,isear
"very close auto accident, almost driving road.",anxious,isear
walking dark street noone around.,anxious,isear
met good friend long time. quarrel two week really glad see again.,joyful,isear
felt very sad heard friend committed suicide.,sad,isear
passed exam failed last year.,joyful,isear
finished difficult midterm.,joyful,isear
friend mine came see quite drunk.,angry,isear
learnt close friend going immigrate.,sad,isear
one summer camping friend devised elaborate plan scare camp attecked wild animal one convincing campground home satanic organization.,anxious,isear
"month ago teaching, suddenly became very angry child slapped them.",angry,isear
"grandfather died, saw grandmother cry aunt's shoulder never seen grandmother cry .",sad,isear
"several year ago mother died. ill long time, nevertheless death came unexpectedly. not still not want believe true.",sad,isear
"one day fierce looking man came house said father apologize him, however alone home.",anxious,isear
garden one evening saw snake coming towards me.,anxious,isear
"talked man stammered without controlling myself, started talk imitating him.",sad,isear
roommate forgets flush toilet.,angry,isear
male friend mother widow moved live us. not like man.,angry,isear
real sense word experienced fear first month army. first night duty. cause bear. became panic sticken may first time even forgot gun.,anxious,isear
"felt great joy knew father going sell apartment guarusa, way helded it, mean go place, apartment.",joyful,isear
not able hand homework time.,sad,isear
"dismissed unjustly firm worked, person problems, miss job occupied dismissed.",angry,isear
elder sister baby girl. first girl family 19 year baby boys.,joyful,isear
earth crake.,joyful,isear
"very fat, ashamed body.",sad,isear
wrote assignment given less mark friend previously discussed assignment.,angry,isear
"go gynecologist sit special chair, felt ashamed.",sad,isear
not able selected dancing team.,sad,isear
one day friend told heard moving boyfriend. disgusted news.,angry,isear
dark cellar saw glowing red point. thought person cigarette red switch.,anxious,isear
saddest moment life lost younger sister year back.,sad,isear
"heard close relative mine given birth very young age, very remote area very problems.",joyful,isear
fear unknown. felt fear sat entrance examinations.,anxious,isear
"look karate teacher. came training lesson not trained one week, totally stiff. ashamed.",sad,isear
son apprehended shoplifting age 14. too apprehended age felt shame not able prevent son acting way.,sad,isear
people manipulate others appearing better really are.,angry,isear
"written love letter class mate mine, meant joke. unfortunately fell wrong hand face consequences.",sad,isear
day fiancee told bad could not write mother tongue.,sad,isear
"went practice sweden summer, afraid would not well.",anxious,isear
felt guilt friend punished slash grass gound making noise class. group noise maker denied done noise.,sad,isear
"father called behind mother's back told mother disapproved behavior weekend. however, tell detail left unanswered questions.",angry,isear
prepare read paper fellow student cope task.,sad,isear
parent finding smoked.,sad,isear
high school entrance exam.,joyful,isear
took car someone without saying him.,sad,isear
intercourse someone realized done wrong disgusted me.,angry,isear
shame reprehended.,sad,isear
work boy injured lack supervision.,sad,isear
"friend needed help very much i, moment, made end relationship.",sad,isear
"asked stop studying economics, field interested me, employers.",angry,isear
parent inherited appartment made behave peculiar manner.,angry,isear
"made mistake accused someone else of, obvious third pereson.",sad,isear
holiday girl friend leave 4 week stay turkey week job there.,sad,isear
"waiting behind car going leave parking place, wanted park car there. uncoming traffic wait short time another driver placed car place.",angry,isear
went restaurant boyfriend dinner. saw couple. man couple negro manner eat.,angry,isear
friend child wedlock.,sad,isear
month ago wife gave birth twin sisters. no idea looking baby felt quite oppressed. fact help caused grief me.,sad,isear
"rock climbing absailing felt ok, suddenly going cliff hit fear go absailing cliff actually hauled back it.",anxious,isear
pet died. pet closest friend 15 years.,sad,isear
"year back proposed love girl later turned related me. though love other, felt ashamed withdrew other.",sad,isear
"school bad mathematics. although teacher admonished homework, one day forgotten it. teacher noticed it, blushed ashamed rebuked front pupils.",sad,isear
"studying examination, asked work unavoidable.",angry,isear
"forced call telephone company bill concerning disconnected phone belonging landlord. bill four month overdue meanwhile using phone, seemed no intention phone reconnected.",angry,isear
feel disgust towards responsible death others.,angry,isear
"guy love told met someone else would not meet year. although not steady relatioship, affair.",sad,isear
seven eight caught stolen doll's dress next door neighbour.,sad,isear
said something not said public.,sad,isear
best friend betrayed told people secrets.,angry,isear
last week saturday night mchesi. feared cross lilongwe river bridge come back school due darkness somebody escort me.,anxious,isear
