emotion,user_message,assistant_reply,bad_reply,self_focused,empathetic
angry,That was rude. Did you confront them?,"I dont know how to, Im not really a confrontational person. What do you suggest?",False,False,True
proud,He was so cute. Very wobbly.,I bet he was. Did you record it?,False,False,True
nostalgic,i've never heard of this game. i loved playing mario and contra,oh man!!! I remember contra!! It's a shooting game right? gosh we used to play this game a lot!!,False,False,True
angry,I think I have to work too hard for what I'm paid.,Really? Maybe you should ask your boss for a raise.,False,False,True
apprehensive,I am scared of Trump. He is on his way to create a civil war in the USA.,"That is interesting, why do you say that?",False,False,True
sad,Oh most definitely. My daughter also got accepted into Head Start so it will be just me and my work.,"That's great, on both counts. You must be so proud of them both.",False,False,True
annoyed,I just got new neighbors who let their dog bark at all hours of the night.,That sounds really annoying. Have you said anything to them about it?,False,False,True
grateful,My best friend came over and cleaned my entire house while I was sick with the flu.,That is very nice. Did you feel better after that?,False,False,True
grateful,She is the best. I did feel better after that.,That is very good and I am glad!,False,False,True
angry,"so i went to the gym the other day and i was using a traidmill and somebody told me ""get off the traidmill fat ***""",what???? That's terrible!! what a horrible person!,False,False,True
hopeful,I've been working out for 2 months now and I finally started losing some weight so I'm hopeful I'll see lots of results soon.,That's great! Congratulations. How much weight have you lost?,False,False,True
trusting,I like to be trusting with my family. It makes life easier that way.,"I agree. If you can't trust family, then who can you trust?",False,False,True
annoyed,It's really inconsiderate. Gets on my nerves.,have you talked to him about it? How much it bothers you.,False,False,True
hopeful,I'm looking forward to my finances getting better next year.,Will they be improving by alot?,False,False,True
angry,"I was sitting on my couch the other day, when my two year old came out of nowhere, and threw my phone at my head. It hurt really bad.","Oh jeez, did you ask him why he did that?",False,False,True
furious,One night I came home and caught my wife sleeping with my best friend,Whoa! I'm sorry to hear that. Did you want to kill the guy?,False,False,True
joyful,"Yes, and I will be getting much money. It is a bonus check!",Ooooh I love bonuses. Do you have any fun plans for it?,False,False,True
annoyed,My cat won't leave me alone,Did you feed it lately?,False,False,True
sad,My childhood cat died the year after I left home for college.,Losing a pet is a hard thing. Was the cat old or sick?,False,False,True
sad,"He was pretty old, about 15 years.",Did you do anything special to honor it?,False,False,True
embarrassed,I was at dinner the other night and spilled my drink all over myself.,That's no good! Did it stain your clothes?,False,False,True
furious,My boss passed me over for promotion and instead went with my coworker,"That sucks, did you mess up on some job activities?",False,False,True
furious,"Nope. He just tends to suck up and make it seem like he had all the ideas. He doesn't deserve it, and everyone hates him","Oh, maybe you should tell your boss about how noone likes him?",False,False,True
content,I was feeling very hungry earlier today.,Did you eat something?,False,False,True
proud,My two daughters are both musicians.,Congrats.You must be very proud of her.,False,False,True
prepared,I am more than ready for my vacation to Europe.,When will you be going?,False,False,True
prepared,"First Italy, then Spain and France",That sounds really nice.,False,False,True
surprised,I walked up on a snake.,Was it a poisonous one?,False,False,True
proud,He was working hard for years.,"Then its all paid off and you should both be very proud. Perhaps he'll turn pro, do you think?",False,False,True
jealous,"I am happy for her, but I really wish I would have won.",Was there a prize you wanted from it? Or just recognition?,False,False,True
embarrassed,I walked to school one day.,Did your car break down? I always hate when unexpected things come up.,False,False,True
disappointed,"I'm sorry to hear that, maybe you'll get the next one!",How long will it take though?,False,False,True
sad,I had a huge craving for ice cream the other day but I never got any.,What is your favorite ice cream?,False,False,True
furious,"When I got to my job, I was fired without cause.",Oh no. Did you at least get a severance? Were you able to get another job since?,False,False,True
furious,"No I am still looking for a job, I am so angry!",Well I'm sorry to hear that. Hopefully something good is right around the corner!,False,False,True
excited,I was anticipating the first day of school for a few days,A new school year can be a pretty exciting thing. Is it a new school year for you or your child?,False,False,True
faithful,I've always been loyal to my wife and children above all else.,I understand I think that's a good thing.,False,False,True
faithful,"Yes, it is.",How long have you been married?,False,False,True
disgusted,"yeah, you said that.",Wow it just did something strange. You got two messages in without me saying anything. No clue what happened there.,False,False,True
afraid,I was terrified to walk home from the bar one night.,Oh I bet.. thats always risky honestly. Did you talk on the phone to someone while walking?,False,False,True
afraid,I had my car catch on fire while driving!,"Oh my gosh, what did you do?",False,False,True
proud,I got first place in the karaoke contest last weekend.,oh how cool! I bet you have a very beautiful voice. was there any prize?,False,False,True
disgusted,"My brother recently told me that once, when we were kids, he spit in my orange juice and let me drink it.",lol that's terrible. Did he do stuff like that a lot back then?,False,False,True
impressed,I went to the county fair last night.,Sounds fun. What did you do there?,False,False,True
devastated,"Yes, but the things that were lost were keepsakes and momentos. Very difficult to replace those items.",I understand.The emotional value is inrepleacable,False,False,True
terrified,One of my bestfriends was involved in a car accident that ended up being extremely bad.,Oh no! Was anyone badly injured?,False,False,True
jealous,"My cousin won $5000""",What?!? That is awesome. I would be so pumped up. Were you happy for him?,False,False,True
anticipating,I am getting ready for an upcoming economy crisis in the USA,Do you think that we are going to have another 2008 all over again?,False,False,True
anticipating,I do not know if is gonna be as big as the 2008 crisis.,What do you think is going to be the cause of this one?,False,False,True
hopeful,"Well my wife just quit her job, but if this new endeavor works out, we'll be better off in the long run.",What kind of endeavor are you reffering to?,False,False,True
hopeful,"Well she's going to make her own private practice, but it takes a while to build clients, so we're living pretty minimally right now.",What about you? Don't you work?,False,False,True
nostalgic,I always feel like myself from the past when I drive my old truck.,Sounds like a good time. What kind of truck is it?,False,False,True
surprised,"Hi friend, I recently went on a fishing trip.",Sounds like fun. What kind of fishing did you do? Fly fishing?,False,False,True
surprised,I do all kinds of fishing. I have never done the sea fishing though.,I quite fancy sea fishing - I like boats. Did you catch many fish on your trip?,False,False,True
disgusted,"My neighbor lets her cats use the bathroom outside, in my yard. Its gross.",That's pretty nasty. Have you confronted her about it?,False,False,True
terrified,Last week my wife and I almost walked into a store where a shooting had taken place.,what?? that is so scary! I'm glad you are safe. that's why i always have my gun with me,False,False,True
terrified,what?? that is so scary! I'm glad you are safe. that's why i always have my gun with me,"It was definitely scary. I carry as well, but not on that day. I'm glad we were okay.",False,False,True
grateful,when we were struggling financially we told our pastor and our church gave us some food and money. i don't know what we would do without them and their help,That's great they were able to help you out. Are you doing better now?,False,False,True
hopeful,I wanted to hold out and see if I got a bonus.,Did you end up getting one?,False,False,True
hopeful,"I did, the family was able to take a vacation with it","Nice, where did you go?",False,False,True
anxious,I've had an uneasy feeling lately and I really don't know why.,Are you stressed out?,False,False,True
faithful,I was praying to god to help out our family,"Oh my, what is the matter?",False,False,True
trusting,I told a secret to my friend.,Oh! What type? A fun secret or one of those sadder ones?,False,False,True
trusting,"A fun secret, but I needed to be sure he could keep it",Have then be able to? May I ask what the secret is?,False,False,True
prepared,I researched for weeks for my paper.,Reasearching papers can be tiresome. Did it turn out well?,False,False,True
sad,I am very disappointed in myself. I failed my driving test today for the second time. Can't get a car as i need a license,"Oh no, I am so sorry. How long do you have to wait to take it again?",False,False,True
sad,I broke my new phone yesterday.,"Uh oh, that's bad. Did you have insurance for it?",False,False,True
apprehensive,I am just waiting for my next vacations,I love vacation time. Where are you planning on going?,False,False,True
anticipating,I have a big test coming up.,What subject is it in?,False,False,True
anticipating,Its for college. If I don't pass it is going to affect my graduation negatively,Do you anticipate a problem?,False,False,True
furious,Lightening hit my house and fried all of my appliances! ugh frustrating.,What do you mean?,False,False,True
embarrassed,"Yes, I suppose that's true. But I feel that mine is somewhat worse.","I understand, that can be hard to deal with! Have you tried anything new regarding what it is that you are self conscious about?",False,False,True
caring,I found a little baby cat today near my house.,Are you planning to keep it?,False,False,True
apprehensive,I'm a little uneasy about making it through the last half of the year.,Why is that?,False,False,True
apprehensive,I'm having a rough time financially.,"I understand, maybe things will improve for you!",False,False,True
angry,Some person cut me off in traffic yesterday and almost caused me to wreck.,Oh no! Are you alright?,False,False,True
trusting,"Gosh I hate it when I have to work on complicated parts in my boat engine, when my friend is helping me.",Have you tried seeking expert help?,False,False,True
trusting,"Nah I can do it myself, I just have to hope that my buddy doesn't do anything crazy when my hands are in between the hydraulic lines.",hahahahah so you are more worried about your friend than actually fixing the boat?,False,False,True
annoyed,Lightening hit my house and fried all of my appliances! ugh frustrating.,"Oh my goodness, that's crazy! Do you have home insurance to cover the cost to replace everything?",False,False,True
annoyed,"Yeah I do, but it still sucks! What a pain in the rear.","Yeah that's awful, I'm sorry that happened to you. I'm glad you're alright at least! That's a scary thing to happen.",False,False,True
angry,"Hi, I had a car crash today..",Oh gosh! Are you alright?,False,False,True
surprised,"I didn't know the exact timing like that, but it's believable and I know it's harder for the body to use the energy when you eat late.",I suppose it makes sense because your not burning as much calories when laying in bed then you would be otherwise right?,False,False,True
excited,My friend was telling me how she recently bought tickets to a music festival at a discount and she offered me to buy a ticket from her if I'm interested.,Oh that sounds like a good deal! It wouldn't get her in trouble or anything right?,False,False,True
caring,"Hi, my friend is coming to visit me.",Oh yeah? When is your friend arriving?,False,False,True
caring,This week and they are very sad right now.,Why are they so sad?,False,False,True
confident,I had a test at work the other day. I wasn't really fretting it though.,Did you study?,False,False,True
confident,"Yeah I felt really prepared. I knew going into it that I had done everything I needed to , and felt good about my abilities.",That is great. I'm glad for you!,False,False,True
terrified,I rode a roller coaster at the fair for the first time the other day.,Well cool! Were you nervous at all going into it?,False,False,True
terrified,"Yes, it was an awful scary experience overall.",So are you going to be going on a roller coaster at a fair for a second time?,False,False,True
apprehensive,My friend is messaging me and it's annoying.,Why is it so annoying? Is your friend messaging you all the time or something?,False,False,True
apprehensive,They are keeping on saying that I owe them all this money....,"Oh, well that's not good. Do you actually owe them?",False,False,True
joyful,I am going on a vacation soon!,Nice! Where will you be going?,False,False,True
lonely,It is such a gorgeous day outside today. The problem is that I have no one to share it with.,It is a gorgeous day where I live too! I'm sorry you don't have anyone to share it with! Do you have plans later?,False,False,True
ashamed,I got a call from my son's school. The Vice Principal told me he pushed another kid and cursed in the lunch room!,Oh no! I am sorry to hear that. Was he suspended?,False,False,True
jealous,"Hi, you will never guess what happened to me at work.",Probably not. But now I'm interested to know. What happened?,False,False,True
afraid,I was so afraid when my daughter was born. She came out with the cord around her neck.,Oh god! Did everything turn out well?,False,False,True
afraid,"Yes luckily, the nurse scared me too because she kept saying shes not crying and she should be.",I would have been SO scared! I'm glad it all turned out fine though!,False,False,True
nostalgic,I was recently looking through an old photo album and it made me feel strange.,What made you feel strange?,False,False,True
disappointed,I am so upset about my current working situation!,"Oh no! I am sorry to hear that, what is going on?",False,False,True
disappointed,The raise that was mine is now taken from my arch enemy of work!,That would make anyone upset! I am sorry!,False,False,True
content,for sure they really dont prepare you enough for it.,"No kidding! I'm glad things are good for you now - rest, relax, and enjoy!",False,False,True
lonely,My family went on a cruise without me. I couldnt get the time off work. :/,Are you sad and all alone now?,False,False,True
anxious,"A couple years ago where I live we had Hurricane Matthew aiming directly towards us. I was so worried, I was glued to the TV until we lost power, then to the radio!","Oh, what a worry that must have been. Did you have to evacuate?",False,False,True
nostalgic,We did have a great time and it was so old fashioned.,That sounds amazing!! I love the old fashioned theme. What was your favorite thing at the fair?,False,False,True
nostalgic,The music was pleasing.,Did they have a live band or was it more of a DJ type thing?,False,False,True
anticipating,I cant wait to go shopping. I really need a new purse.,Where do you like to get your purses?,False,False,True
trusting,I just bought a boat for the river!,Cool! That sounds like a lot of fun! I bet it will be a blast for you.,False,False,True
surprised,My friend recently moved far away and I have really been missing her.,How far away is she ?,False,False,True
content,I'm happy that I can take care of my family's needs now better than I could in the past.,That is a good feeling. What has changed?,False,False,True
sad,I had to put my dog down at the vets due to a disease she had that wouldnt get better. It sucked.,How old was your doggy?,False,False,True
sad,She was almost 8 years old. Not that old really.,Did she have a disease?,False,False,True
excited,I just got the best boat ever!,Oh yeah what kind of boat?,False,False,True
angry,Yesterday I was unloading the dishwasher and I guess not paying enough attention and dropped one of my good mixing bowls that busted all over the floor. It took so long to clean up. I was so mad at myself.,Oh no! I am so sorry!! I hate when something liek that happens. No one was injured?,False,False,True
angry,Oh no just my attitude. And my poor bowl.,"Well, I am glad no one was injured!!! Its a shame to lose great kitchenware though!! I hope you will be able to find a suitable replacement!",False,False,True
angry,I was driving down the interstate and a car almost hit me going 90 mph.,Oh my gosh. You must have been horrified. I can't even imagine.,False,False,True
joyful,Recently hired a second person to work with me and I am optimistic they will help as sell more cars,That's good news. Did they have a good track record for sales in past jobs?,False,False,True
angry,What!! That's awful oh my my goodness that's really pathetic,"I know, right? I can't stand the people there!",False,False,True
disappointed,I have been craving ice cream for weeks and finally went to the store to get some only to find out they didnt have the kind I wanted!,"NOOOO! I've been there, and I feel your pain! What kind were you trying to get?",False,False,True
disappointed,Chocolate peanut butter - haagen dazz brand. ( spelling probably wrong there! ),That sounds delicious and I'm going to have to try that! My personal favorite is Ben & Jerry's Phish Food. Now I want some.,False,False,True
grateful,The walk I was on today got a little dangerous at one point.,"Oh, really? What happened to you?",False,False,True
furious,"So, I flew into San Diego this morning, and when I got here my car reservation was never processed by the car rental company.",Oh my that's a big problem. What did you do?,False,False,True
furious,"Needless to say, I am livid. I have been travelling for over 12 hours and I'm exhausted. When I got to the rental place and they gave me that news, I exploded in a fit of rage. They ended up giving me a car right away,",That's good! But also was wondering what is a livid?,False,False,True
confident,"I had an interview a few weeks ago, and I knew I was going to get it! I was really prepared.",Well good for you. What did you do to prepare yourself?,False,False,True
confident,I read over the reviews on glassdoor and the typical questions they ask.,Well good. Did you get the job?!,False,False,True
caring,It's almost time for my daughters to be home from school. I hope they have had a nice day.,Is it the first day of school for them?,False,False,True
surprised,I took my family out to the county fair last night.,Sounds like a fun time! What did you guys do?,False,False,True
disappointed,"So, after 10 years of service at my job, they're going to lay me off.","Wait, what?! That's unbelievable! Why?",False,False,True
surprised,I won tickets to see my favorite band in concert the other day!,"That's freakin awesome! I never win anything, go you! What band is it?",False,False,True
lonely,I usually spend Saturdays with my parents since my Fiance works most Saturdays. Football season is coming up and my parents always get season tickets to the football games on Saturdays. It is really going to stink not having anything to do once that starts up again.,"Aww, I'm sorry to hear that. Maybe you can find a new hobby for the weekends.",False,False,True
devastated,I'm pretty bummed out. The vet told me I have to put my dog down.,Im so sorry to hear that. What is wrong with him?,False,False,True
devastated,"Well, he's small and he got bit by a chipmunk. Got some kind of incurable disease that makes me run around in circles constantly without breaking for food. He's going to waste away to nothing at this rate.",That sounds oddly crazy and wild. Reminds me of rabies? I hope you make his last days his best and glad he wont be suffering anymore.,False,False,True
proud,yea i was very happy for him,Oh good. I was going to ask how you felt about it. Are you in college?,False,False,True
surprised,I got startled while walking in my yard a few days ago.,Strange place for something to surprise you. What happened?,False,False,True
sentimental,It is crazy and so weird when you have kids that are little and then everything changes so quickly. I remember how he used to fit into a tiny sleeper!,"Yeah that must be very strange. I do not have any children, but I can imagine how crazy that is to watch them grow up!",False,False,True
impressed,"I just returned from a trip to Canada, and I was so surprised by how friendly everyone was there!","Wow, I didn't know that! Did you have a good time?",False,False,True
excited,"Tomorrow, I'm going on my first cruise!","Wow, that sounds really fun! I've never been on a cruise! How long will it be for?",False,False,True
prepared,I'm about to move this weekend to a new city. I have everything packed and ready to go and have already cleaned the new house.,Well that's exciting! A fresh start is always fun. What inspired you to make such a big change?,False,False,True
surprised,i saw a car crash the other day on the road,Oh no how terrible. Was anyone hurt?,False,False,True
surprised,i think so but i was shocked,"I bet, I would be too. Did you stop and talk to the police?",False,False,True
lonely,My husband is out of town for work for the next few weeks.,"Aww, that must be kinda hard on you.",False,False,True
hopeful,My husband and I are going to couples counseling.,Oh no. I'm sorry to hear you are going through a rough patch.,False,False,True
devastated,"No, I honestly don't even know how. I have never been fired or laid off!","If you do a Google search for your state + unemployment you should be able to find resources and might be able to file online. I'm sorry again, that's tough.",False,False,True
disgusted,My cat vomited on the couch today,"Oh no, is your cat okay?",False,False,True
disgusted,that i almost puked,Not surprised - I've felt like that too. Did you manage to get it cleaned up ok?,False,False,True
proud,I just completed my first 12 mile Tough Mudder! I couldn't be more happy and pleased with myself!,What is that?,False,False,True
proud,"It is an obstacle race! You run, climb walls, crawl in mud, and all kinds of other physical challenges!",That sounds so awesome! And fun!,False,False,True
annoyed,My friend would not stop whistling even though she knows I can't stand it.,Did you ask her to kindly stop?,False,False,True
disappointed,I applied for my dream job last week.,Oh cool! What would that be?,False,False,True
disappointed,"It was at a law firm, but I found out today that I did not get the job.",Aw I'm sorry. I'm sure you'll get something you want eventually though!,False,False,True
angry,My brother tripped me and made me fall.,did you retaliate?,False,False,True
embarrassed,"Today I was at a store and thought I saw my friend at the checkout, so I was yelling her name over and over and trying to get over to her. It turned out not to be her and everyone was staring. ha ha. My face was so red.","Haha! That's hilarious from my perspective, but must have been embarrassing for you! What did you do?",False,False,True
nostalgic,"I was at Target the other day with my daughter and I saw that they are selling Teddy Ruxpin that I used to have from the 80's! Man, that brought back some great memories!",Oh wow! I remember the commercials too! He looked like the coolest toy out there! Did your daughter like it?,False,False,True
confident,I rehearsed all night for my speech.,Bet you're tired. What's the speech for/about?,False,False,True
terrified,I heard something scraping on my window last night. I got up to investigate.,Scary!!! What was it? Were you terrified or just curious?,False,False,True
terrified,When I got to the window I didn't see anything. I opened it up and peered outside. That is when I saw a slender shadow slinking off. I was so scared.,I would be too! Did you try to see if you could see someone from another window or just run back to bed? I'm glad you're ok!,False,False,True
grateful,"Yeah, I almost ate something with lobster in it.",Oh no that is terrible. How did you find out it had lobster in it?,False,False,True
surprised,My best friend bought me a new puppy!,"That's awesome, animals are the best! What kind, and is it a boy or girl?",False,False,True
devastated,Last week I accidentally dropped my brand new phone. The glass is now shattered.,thats a bummer! do you not have a case on it?,False,False,True
sad,It is so unfortunate about how ladies treat men's heart these days,"How do you mean? I guess it depends on the lady, does it not?",False,False,True
apprehensive,One day I decided to dive of the big diving board at my pool.,were you scared?,False,False,True
ashamed,I shoplifted and got caught.,"ohh, gosh. What happened?",False,False,True
grateful,"My sister is very kind. Yesterday, she made a delicious cake for me.",That was so nice. What kind?,False,False,True
anticipating,I am looking forward to win today's tournament,"Thats awesome, I hope you win! What are you playing?",False,False,True
nostalgic,When my kids were young we used to make up our own games and have a lot of fun. They are all grown up now.,"That sounds like a nice memory, but we all grow old. Do you still spend time with them sometimes?",False,False,True
excited,I'm travelling to Costa Rica next month for the first time. It's going to be awesome!,That sounds very exciting. I am sure you will have a great time.,False,False,True
content,"One quiet night, I watched a movie on TV.",That sounds fun. Was it a scary movie?,False,False,True
content,"No, I was an adventure movie.",Oh okay. Did you watch it all alone?,False,False,True
prepared,"My family went to the zoo last weekend when the weather channel said it would be mostly a nice day. We are all fairly smart so just incase we brought unbrellas should the sky spontaneously fall on us. At one point it did, and we were not some of the many folks who were without umbrellas!",What made you suspect that it might rain?,False,False,True
confident,This weekend i played in a cornhole tournament i was extremely excited about my chances.,That sounds fun! But what is cornhole? I've never heard of it before!,False,False,True
apprehensive,"Earlier this summer I had to have a biopsy of a suspicious mass, to determine if it was cancerous or not. There was a lot of waiting involved which made me very nervous.","Oh, man! That is my nightmare! You must have been so worried! Are you OK?",False,False,True
annoyed,"My neighbor keeps parking his car in front of my house instead of his own and it obstruct my view of the park in front of my house. Man, it bothers me so much!",Ugh that is so annoying! Have you confronted him about it yet?,False,False,True
surprised,I am so excited. My mom has decided to take our whole family on a cruise next Spring Break.,That is great! What a nice parent! You must be pumped! You should do something nice for her to show your appreciation!,False,False,True
surprised,Oh wow. I bet that was really hard. Hopefully next time you will win,I hope so! have you ever played?,False,False,True
caring,"Last month, I donated some amount to a charity.",thats awesome! what was the charity?,False,False,True
impressed,I went to a Cirqe d' Sole show recently and was quite amazed by the different acts! I couldn't smiling while watching! Their skills were unbelievable!,That sounds like a lot of fun. I have always wanted to go to one of those shows.,False,False,True
disgusted,"I was in a cornhole tourney this weekend, i feel i should have won but we choked.",ohh that's bad. What happened?,False,False,True
embarrassed,"Back when I was in school, one day I felt really very mortified and red faced!","Oh my, what happened to cause this?",False,False,True
embarrassed,"I pooped in my own pants, in front of my friends!","sheesh, i'm sorry about that sharting is the worst",False,False,True
lonely,I don't like it yet. I am really feeling this empty nest.,"Yeah at first it might feel a little lonely, but it'll be nice to have some relaxation time, right?",False,False,True
hopeful,Well I am wishing this year is quiet. I could really use a break from the stress!,that is understandable! were you effected by harvey?,False,False,True
guilty,"Oh well, you cant go back and change it now",Really?? Now tell me something i do not know,False,False,True
hopeful,I feeling good about the economy these days.,"That is good, what do you find good about the economy?",False,False,True
hopeful,The overall indicators and the down jones,Do you think the unemployment rate is going down?,False,False,True
grateful,I did not have enough money to take my son back to school shopping.,im sorry about that! Did your son start school already?,False,False,True
embarrassed,I hate it when I get to work in the morning and then realize I forgot to put any pants on. It is so awkward.,Ohh! that's so awkward! What happened then?,False,False,True
excited,I'm sure it's hard waiting for the new releases when it's a game your hyped up for! I enjoy playing games too!,it is! what types of games do you play?,False,False,True
faithful,That is so true. I agree with you,"I always try to understand another persons feelings and perspective, however, that is extremely hard to do when they are very hateful about the subject, you know?",False,False,True
impressed,That is very true! They are very good,Are you a fan of the braves?,False,False,True
ashamed,I am always seeing these ASPCA and animal advocates commercials on TV and it makes me so sad. It is awful the way some humans can mistreat animals. Just horrible!,Agree 100% it makes me want to adopt all the pets! Have you ever rescued an animal?,False,False,True
impressed,I am so proud of her and can't wait to see what the future holds for her. I'm sure it will be great things.,"Certainly, does she have a college in mind?",False,False,True
surprised,"Being a chargers fan is tough, finally some national recognition","Ha, you'll have to enlighten me as I don't know much about the Chargers. Are they usually not a good team or what?",False,False,True
surprised,the past few seasons they have been plagued by injury!,That's unfortunate. How do things look for this upcoming season?,False,False,True
surprised,"My team had low expectations this year, and we made the playoffs and won region",That's awesome. Was this the first year this particular team was together?,False,False,True
surprised,"technically no, but its high school sports so every year new players come and others go","Gotcha. Why low expectations, did you not do well last year?",False,False,True
jealous,My best friend just got a girlfriend. She is so pretty. I don't know how he did it because I look better than him.,"lol thats tough to deal with, have you asked if she has any friends?",False,False,True
lonely,when i am out of town away from my wife and son its difficult,I understand that. I bet you miss them a lot.,False,False,True
proud,"That is a huge moment in a kid's life! I would be too, congratulations",Thank you! do you have kids?,False,False,True
confident,"i have 4 outstanding kids returning to my team, this season should be great",That's awesome! What sport is the team for?,False,False,True
prepared,I prepared rice and fish stew for my dinner date with my new girl,That is so great that you're cooking for her! Did she love it?,False,False,True
prepared,She loved it. I couldn't believe it turned out right because I saw the recipe on youtube and tried it out,Oh good! You must be so proud too! I love watching youtube recipes! I'm so glad it turned out for you!,False,False,True
surprised,My boyfriend just turned around the other day and proposed to me while we were taking a walk!,You must be the luckiest girl on earth,False,False,True
trusting,"I was recently on a mule ride in the Grand Canyon of Arizona! I really had to put a lot of faith in the mule though, because there were a bunch of sheer drops on the trail!",That sounds like a lot of fun! Is it hard to ride a mule? I've always heard they are stubborn.,False,False,True
hopeful,this weekend i play in a tourney i think i can win,"That's neat, whats the tournament for?",False,False,True
sad,I am sad that my favorite TV show Seinfeld isn't on anymore.,Why would they take it off air? it was a great show,False,False,True
sad,"Jerry Seinfeld didn't want to do it anymore. The show was #1, yet he didn't care.",that is not cool do you think it will ever come back?,False,False,True
impressed,I just bought a new vehicle and I'm so surprised at how much better it drives than my old one.,Nice! Nothing better than driving a smooth new car! What kind did you get?,False,False,True
grateful,I feel so thankful for my mother-in-law. She recently sent us a great feast of food out of the blue.,"Wow, how nice. Is she always doing nice things?",False,False,True
anticipating,My kids go back to school next week and I can't wait!,lol some free time! what grades?,False,False,True
annoyed,my coworker comes into work late everyday and it drives me crazy,"That is crazy, does your boss not care?",False,False,True
lonely,i wish i could stay up late and just watch tv alone some times. i don't have any alone time.,"Always with the family? That's a blessing and a curse, I guess.",False,False,True
annoyed,"today i went to get madden, and the store didnt have enough copies","that is not good, did you manage to get it done somewhere eles?",False,False,True
confident,"i cant wait to start playing madden online friday, i tend to be very good",Oh the new one comes out on Friday? I used to play it back in college a bit with my roommates.,False,False,True
grateful,i live in a small town too. i grew up in a big city so the change is very welcome,Which one do you prefer over the other?,False,False,True
sad,"my grandma has major back surgery next week, i feel so bad for her",oh no. is she alright?,False,False,True
afraid,i'm always afraid some kind of critter is going to come out and getme,lol what country are you in?,False,False,True
afraid,lol what country are you in?,usa and you?,False,False,True
trusting,I worked all day in the sun and didn't put socks on before putting my boots on. Boy did I regret that later in the day when I took them off!,"Oh man, did you put your socks on after you put your boots on? That must of been awkward getting your socks dirty.",False,False,True
faithful,"I'm faithful I'm going down the right career path for once in my life, so I'm excited for that.","that is a great feeling, what are you pusuing?",False,False,True
joyful,I never know how joyful I was going to be until I tried,"i understand that for sure, finishing a task is a great feeling",False,False,True
joyful,"Yea, passing my most difficult exam and getting certified gave me great joy",congrats! was it for college?,False,False,True
sad,its a great feeling and sad at the same time,How old is he?,False,False,True
afraid,I was out working in my garden when I noticed my neighbor's dog had dug a hole under my fence and was running right at me barking!,Did it scare you or did you make a new friend? It happened to me a few years ago and it turns out the dog just needed a friend.,False,False,True
impressed,that's great. it stinkswhen you have to worry about customer service giving you a hard time,"Yes, I'm glad it went smoothly. Not all companies are like that",False,False,True
surprised,I was pleasantly shocked to get a visit from my brother the other day. Made me happy to see him after such a long time.,How long has it been?,False,False,True
surprised,I think it has been something like 2 years now since I saw him since I live out of country sometimes.,Oh ok. Well that's awesome. What did you guys do?,False,False,True
surprised,We just do touristy things and ate a lot of delicious food. It was a good time.,What country are you living in?,False,False,True
surprised,I'm in South Korea at the moment.,How interesting. Do you move for your job?,False,False,True
anxious,I recently started working out daily and I was so anxious my first day.,Oh that's a great habit to have. Did you go to the gym?,False,False,True
guilty,"Haha, true, I don't use facebook but this person has been a life long friend to me. I should of remembered!","That is true, were they upset?",False,False,True
terrified,there have been many instances of attempted abductions near me recently,Who is carrying them out?,False,False,True
terrified,"random people, they think into child exploitation which is horrible","Sounds horrible, do you think they'll get caught?",False,False,True
guilty,Whenever I bake cookies I end up eating most of them. I feel bad because there are never enough for the rest of the family.,"You must be a good cookie chef! Don't feel too bad, they should have been quicker!",False,False,True
surprised,"we are going to mexico, and its shocking to see all the homicides there now","For vacation? And yeah, the rates are pretty high, hopefully you won't be in those areas.",False,False,True
guilty,My family has been gone all day and I drank everything in the fridge. I feel pretty guilty.,What did you drink specifically?,False,False,True
guilty,Lemonade and sprite. The only drinks we buy.,Did you eat anything?,False,False,True
disgusted,I was going for a walk in the neighborhood and I felt something drop on my head.,that is intense! what was it?,False,False,True
caring,She is as caring as mother Theresa,Did she take care of a bunch of dying kids?,False,False,True
proud,"I'm proud of the college I graduated from, it's no Ivy league school but I loved it.",What school did you go to?,False,False,True
furious,I just picked up a 6-pack at the grocery store but I am not a happy camper.,Why not? How can you not be happy with a 6-pack?,False,False,True
furious,"I won tickets to a concert and when we got there, they were supposed to have the tickets at the box office and they didn't so the refused us no matter how much proof we gave that we won. It was ridiculous!",thats insane!! were you able to get in? and what concert?,False,False,True
lonely,i'm 800 miles from my family,Wow that is very far away. Do you get to visit often?,False,False,True
proud,"I got a much higher grade on my quiz than I expected, so I am happy.",What was the subject?,False,False,True
disappointed,I just heard a friend from work is switching shifts so we are no longer going to be working together. Bummer.,Did they choose to switch themselves or was it out of their control?,False,False,True
disappointed,"Believe it had to do with family issues, so out of his control I guess.",Well maybe you guys can hang out outside of work?,False,False,True
guilty,It is really eating me up inside. I will make sure to pay it back with my next paycheck.,did he know that you borrowed it?,False,False,True
confident,I know very well that I locked the door before I left I wonder how they got in,who got in?,False,False,True
confident,thieves,you mean the men of the underworld?,False,False,True
confident,the athletic championship is close,"Ok, who is competing you?",False,False,True
disappointed,i was hoping to be able to go visit family soon but i don't think it's going to happen,"Aw, I'm sorry, why can't you?",False,False,True
terrified,"Yeah, I bet those are too. You get a little more of a warning with them though.",exactly. are you in the usa?,False,False,True
apprehensive,"I've got a health check coming up tomorrow, but I am a bit nervous about it.",I never liked those either. Do you have any health problems that would make you dread it?,False,False,True
